"Date","Price","Open","High","Low","Change %"
"11/05/2021","3.1665","3.1295","3.1801","3.1272","1.11%"
"11/04/2021","3.1318","3.1512","3.165","3.1296","-0.77%"
"11/03/2021","3.156","3.1708","3.1723","3.1505","-0.29%"
"11/02/2021","3.165","3.1516","3.1747","3.1459","0.31%"
"11/01/2021","3.1553","3.1553","3.1609","3.1485","-0.04%"
"10/29/2021","3.1565","3.1553","3.1652","3.1368","0.38%"
"10/28/2021","3.1445","3.1576","3.172","3.1431","-0.51%"
"10/27/2021","3.1605","3.1583","3.1695","3.1513","-0.09%"
"10/26/2021","3.1634","3.1518","3.1692","3.1465","0.44%"
"10/25/2021","3.1495","3.1495","3.1615","3.1293","-0.23%"
"10/22/2021","3.1568","3.1605","3.1722","3.1325","-0.01%"
"10/21/2021","3.1572","3.1468","3.1612","3.142","0.42%"
"10/20/2021","3.1439","3.1524","3.154","3.1394","-0.19%"
"10/19/2021","3.1501","3.1528","3.1683","3.144","0.21%"
"10/18/2021","3.1435","3.1361","3.148","3.128","0.34%"
"10/15/2021","3.133","3.1007","3.1365","3.0914","0.95%"
"10/14/2021","3.1034","3.121","3.1244","3.1022","-0.50%"
"10/13/2021","3.1189","3.0922","3.1249","3.0793","0.95%"
"10/12/2021","3.0895","3.1147","3.1169","3.0894","-0.88%"
"10/11/2021","3.1168","3.1426","3.1641","3.1118","-0.64%"
"10/08/2021","3.1369","3.1547","3.1659","3.1306","-0.38%"
"10/07/2021","3.1488","3.129","3.1511","3.1149","0.64%"
"10/06/2021","3.1286","3.0877","3.1305","3.0825","1.15%"
"10/05/2021","3.0929","3.0864","3.0948","3.0724","0.44%"
"10/04/2021","3.0794","3.0639","3.0821","3.0608","0.39%"
"10/01/2021","3.0675","3.1033","3.1067","3.0618","-0.89%"
"09/30/2021","3.0949","3.1","3.1006","3.0889","-0.21%"
"09/29/2021","3.1015","3.104","3.1148","3.0904","-0.06%"
"09/28/2021","3.1035","3.0847","3.129","3.0803","0.60%"
"09/27/2021","3.0852","3.1149","3.126","3.08","-1.11%"
"09/24/2021","3.1197","3.0807","3.1206","3.078","1.19%"
"09/23/2021","3.0831","3.0825","3.0937","3.0818","-0.14%"
"09/22/2021","3.0873","3.0626","3.0898","3.0539","0.72%"
"09/21/2021","3.0651","3.116","3.1214","3.0591","-1.49%"
"09/20/2021","3.1115","3.1044","3.1238","3.1026","0.30%"
"09/17/2021","3.1023","3.1237","3.1243","3.0981","-0.89%"
"09/16/2021","3.1302","3.1443","3.1467","3.1146","-0.37%"
"09/15/2021","3.1419","3.1139","3.1564","3.112","0.72%"
"09/14/2021","3.1195","3.0775","3.125","3.0728","0.98%"
"09/13/2021","3.0892","3.0922","3.0926","3.0827","-0.03%"
"09/10/2021","3.0901","3.1236","3.1378","3.0825","-1.22%"
"09/09/2021","3.1283","3.1288","3.1336","3.1183","0.16%"
"09/08/2021","3.1233","3.1307","3.1364","3.1149","-0.28%"
"09/07/2021","3.1321","3.1642","3.1737","3.1249","-0.73%"
"09/06/2021","3.155","3.1751","3.1764","3.1532","-0.62%"
"09/03/2021","3.1749","3.1988","3.2182","3.1711","-0.49%"
"09/02/2021","3.1905","3.1927","3.1981","3.1884","0.12%"
"09/01/2021","3.1868","3.1968","3.1991","3.1828","-0.25%"
"08/31/2021","3.1949","3.1677","3.2002","3.1636","0.75%"
"08/30/2021","3.1711","3.1355","3.1739","3.1284","0.95%"
"08/27/2021","3.1411","3.1304","3.1442","3.1272","0.51%"
"08/26/2021","3.1251","3.1303","3.1304","3.1151","-0.22%"
"08/25/2021","3.132","3.1463","3.1667","3.1289","-0.31%"
"08/24/2021","3.1418","3.1371","3.1436","3.1258","-0.00%"
"08/23/2021","3.1418","3.1648","3.1717","3.1356","-0.64%"
"08/20/2021","3.1621","3.1235","3.1738","3.0959","1.03%"
"08/19/2021","3.1298","3.1569","3.1699","3.1252","-0.84%"
"08/18/2021","3.1563","3.1177","3.1625","3.1129","1.11%"
"08/17/2021","3.1216","3.1364","3.1449","3.1149","-0.50%"
"08/16/2021","3.1373","3.1212","3.1396","3.1178","0.61%"
"08/13/2021","3.1183","3.1245","3.1492","3.1065","-0.21%"
"08/12/2021","3.1248","3.1374","3.1418","3.1114","-0.30%"
"08/11/2021","3.1341","3.1355","3.156","3.1315","-0.18%"
"08/10/2021","3.1399","3.1612","3.1669","3.1396","-0.69%"
"08/09/2021","3.1617","3.1698","3.1758","3.1604","-0.31%"
"08/06/2021","3.1716","3.1513","3.1772","3.1509","0.39%"
"08/05/2021","3.1592","3.1764","3.1767","3.1566","-0.77%"
"08/04/2021","3.1838","3.1702","3.1882","3.1547","0.28%"
"08/03/2021","3.175","3.1779","3.1887","3.1723","-0.16%"
"08/02/2021","3.18","3.1445","3.1897","3.1425","1.16%"
"07/30/2021","3.1436","3.1081","3.1586","3.1006","0.96%"
"07/29/2021","3.1137","3.1339","3.1436","3.108","-0.69%"
"07/28/2021","3.1354","3.1192","3.1449","3.1177","0.53%"
"07/27/2021","3.119","3.15","3.1513","3.117","-1.09%"
"07/26/2021","3.1535","3.1627","3.1656","3.1404","-0.17%"
"07/23/2021","3.1588","3.1733","3.1841","3.1536","-0.25%"
"07/22/2021","3.1668","3.1904","3.1969","3.1652","-0.87%"
"07/21/2021","3.1945","3.2222","3.2371","3.1878","-0.94%"
"07/20/2021","3.2249","3.2136","3.227","3.2118","0.36%"
"07/19/2021","3.2133","3.1805","3.2295","3.1674","1.12%"
"07/16/2021","3.1778","3.1705","3.181","3.1592","0.35%"
"07/15/2021","3.1669","3.179","3.1997","3.1646","-0.25%"
"07/14/2021","3.1748","3.1817","3.1872","3.1707","-0.09%"
"07/13/2021","3.1776","3.1853","3.1871","3.176","-0.40%"
"07/12/2021","3.1904","3.1496","3.2035","3.1349","1.27%"
"07/09/2021","3.1505","3.1806","3.1946","3.1466","-1.03%"
"07/08/2021","3.1835","3.2134","3.2145","3.1735","-0.74%"
"07/07/2021","3.2071","3.1934","3.2184","3.1816","0.32%"
"07/06/2021","3.1969","3.1955","3.2099","3.1935","-0.11%"
"07/05/2021","3.2003","3.2236","3.2352","3.1962","-0.57%"
"07/02/2021","3.2185","3.2154","3.2257","3.2131","-0.07%"
"07/01/2021","3.2208","3.2019","3.2278","3.1976","0.51%"
"06/30/2021","3.2045","3.21","3.2248","3.2016","-0.26%"
"06/29/2021","3.2129","3.2137","3.224","3.2113","-0.16%"
"06/28/2021","3.2182","3.2361","3.2418","3.2174","-0.44%"
"06/25/2021","3.2326","3.2314","3.2416","3.2289","-0.06%"
"06/24/2021","3.2345","3.2917","3.2973","3.2335","-1.65%"
"06/23/2021","3.2887","3.2408","3.3003","3.2363","1.51%"
"06/22/2021","3.2398","3.2017","3.2573","3.2006","1.23%"
"06/21/2021","3.2004","3.2344","3.2385","3.1937","-1.12%"
"06/18/2021","3.2366","3.2169","3.2376","3.2033","0.67%"
"06/17/2021","3.2152","3.2186","3.2216","3.2094","-0.13%"
"06/16/2021","3.2195","3.2279","3.2522","3.2153","-0.25%"
"06/15/2021","3.2276","3.2032","3.2298","3.1941","0.86%"
"06/14/2021","3.2001","3.1911","3.2052","3.1733","0.27%"
"06/11/2021","3.1916","3.2157","3.2223","3.1826","-0.68%"
"06/10/2021","3.2135","3.2372","3.2421","3.2073","-0.52%"
"06/09/2021","3.2302","3.2474","3.2592","3.2177","-0.29%"
"06/08/2021","3.2397","3.2209","3.2458","3.2156","0.51%"
"06/07/2021","3.2233","3.2548","3.2643","3.215","-1.02%"
"06/04/2021","3.2566","3.2755","3.2836","3.2456","-0.59%"
"06/03/2021","3.2759","3.2732","3.2833","3.2622","0.06%"
"06/02/2021","3.2739","3.2986","3.31","3.2699","-0.48%"
"06/01/2021","3.2897","3.2824","3.2944","3.2696","0.01%"
"05/31/2021","3.2893","3.302","3.3044","3.2792","-0.36%"
"05/28/2021","3.3011","3.3253","3.3332","3.2952","-0.63%"
"05/27/2021","3.322","3.3372","3.3398","3.3205","-0.34%"
"05/26/2021","3.3334","3.3383","3.3433","3.3334","-0.14%"
"05/25/2021","3.3382","3.3288","3.3406","3.3161","0.33%"
"05/24/2021","3.3271","3.311","3.3423","3.3018","0.42%"
"05/21/2021","3.3131","3.2992","3.3205","3.2985","0.45%"
"05/20/2021","3.2981","3.2937","3.3168","3.2825","0.12%"
"05/19/2021","3.2942","3.2943","3.2955","3.2906","-0.19%"
"05/18/2021","3.3006","3.3049","3.3102","3.2878","-0.11%"
"05/17/2021","3.3042","3.3039","3.3071","3.2957","0.05%"
"05/14/2021","3.3027","3.3304","3.3379","3.2977","-0.80%"
"05/13/2021","3.3294","3.3427","3.3467","3.3124","-0.27%"
"05/12/2021","3.3385","3.3546","3.3609","3.3348","-0.21%"
"05/11/2021","3.3456","3.3395","3.3477","3.339","0.20%"
"05/10/2021","3.3388","3.358","3.3708","3.3285","-0.39%"
"05/07/2021","3.3519","3.3657","3.3659","3.339","-0.32%"
"05/06/2021","3.3626","3.3654","3.3715","3.361","-0.15%"
"05/05/2021","3.3676","3.3596","3.378","3.3533","0.30%"
"05/04/2021","3.3574","3.3646","3.3769","3.3464","-0.07%"
"05/03/2021","3.3597","3.3767","3.3788","3.3541","-0.42%"
"04/30/2021","3.3739","3.3741","3.3955","3.3683","0.23%"
"04/29/2021","3.366","3.3354","3.3753","3.3184","0.85%"
"04/28/2021","3.3376","3.3584","3.3653","3.3316","-0.65%"
"04/27/2021","3.3594","3.3668","3.3681","3.3574","-0.08%"
"04/26/2021","3.3622","3.3695","3.3802","3.3556","-0.35%"
"04/23/2021","3.374","3.3562","3.3795","3.3455","0.66%"
"04/22/2021","3.352","3.3457","3.3606","3.3281","-0.02%"
"04/21/2021","3.3526","3.3531","3.3593","3.3405","0.05%"
"04/20/2021","3.351","3.3558","3.3648","3.3497","0.35%"
"04/19/2021","3.3393","3.3029","3.3472","3.2974","1.02%"
"04/16/2021","3.3056","3.3005","3.3079","3.2963","0.04%"
"04/15/2021","3.3044","3.3181","3.3185","3.2882","-0.04%"
"04/14/2021","3.3056","3.3255","3.3296","3.3033","-0.65%"
"04/13/2021","3.3272","3.3751","3.3862","3.3089","-1.48%"
"04/12/2021","3.3772","3.3888","3.3943","3.3753","-0.37%"
"04/09/2021","3.3898","3.3781","3.3961","3.3765","0.37%"
"04/08/2021","3.3773","3.3786","3.3792","3.3705","-0.03%"
"04/07/2021","3.3785","3.3787","3.3789","3.3661","-0.09%"
"04/06/2021","3.3814","3.4044","3.4197","3.3765","-0.79%"
"04/05/2021","3.4083","3.3899","3.4383","3.3888","0.42%"
"04/02/2021","3.3939","3.3875","3.4127","3.3842","0.13%"
"04/01/2021","3.3894","3.3792","3.3908","3.372","0.38%"
"03/31/2021","3.3766","3.3824","3.3962","3.3697","-0.18%"
"03/30/2021","3.3827","3.3668","3.4047","3.3627","0.53%"
"03/29/2021","3.365","3.3315","3.3773","3.3179","0.76%"
"03/26/2021","3.3397","3.3607","3.3653","3.3284","-0.60%"
"03/25/2021","3.3599","3.3658","3.374","3.3596","-0.09%"
"03/24/2021","3.3627","3.3604","3.3761","3.3496","-0.14%"
"03/23/2021","3.3675","3.3761","3.3847","3.3456","-0.31%"
"03/22/2021","3.3779","3.3844","3.388","3.3709","-0.36%"
"03/19/2021","3.3901","3.3668","3.3925","3.3553","0.72%"
"03/18/2021","3.3659","3.3496","3.37","3.3337","0.47%"
"03/17/2021","3.3501","3.3083","3.3568","3.3025","1.04%"
"03/16/2021","3.3158","3.309","3.3337","3.307","0.23%"
"03/15/2021","3.3081","3.3132","3.3136","3.3077","0.02%"
"03/12/2021","3.3073","3.3252","3.3348","3.2899","-0.39%"
"03/11/2021","3.3203","3.3097","3.3251","3.3077","0.17%"
"03/10/2021","3.3146","3.3005","3.3184","3.2903","0.51%"
"03/09/2021","3.2977","3.3079","3.3264","3.2942","-0.22%"
"03/08/2021","3.305","3.3096","3.3198","3.294","-0.09%"
"03/05/2021","3.3078","3.3016","3.3109","3.2943","0.25%"
"03/04/2021","3.2995","3.2956","3.3014","3.2938","0.10%"
"03/03/2021","3.2963","3.3043","3.3212","3.2924","-0.27%"
"03/02/2021","3.3052","3.3494","3.3524","3.2989","-1.17%"
"03/01/2021","3.3442","3.3373","3.3442","3.3328","0.29%"
"02/26/2021","3.3344","3.3598","3.3681","3.332","-0.95%"
"02/25/2021","3.3665","3.4079","3.4112","3.3661","-1.03%"
"02/24/2021","3.4017","3.3919","3.4033","3.3906","0.35%"
"02/23/2021","3.39","3.3906","3.3933","3.3771","-0.04%"
"02/22/2021","3.3915","3.4004","3.4079","3.3817","-0.27%"
"02/19/2021","3.4006","3.4171","3.4308","3.3959","-0.67%"
"02/18/2021","3.4236","3.4001","3.4262","3.3895","0.88%"
"02/17/2021","3.3939","3.3705","3.4022","3.3648","0.74%"
"02/16/2021","3.3688","3.3802","3.3935","3.3537","-0.42%"
"02/15/2021","3.3829","3.4119","3.4187","3.3784","-0.73%"
"02/12/2021","3.4078","3.4068","3.4232","3.4","-0.22%"
"02/11/2021","3.4152","3.4302","3.4354","3.4047","-0.59%"
"02/10/2021","3.4354","3.4118","3.4472","3.4053","0.69%"
"02/09/2021","3.412","3.4044","3.4161","3.3979","0.35%"
"02/08/2021","3.4002","3.3718","3.401","3.3622","0.75%"
"02/05/2021","3.375","3.3805","3.3807","3.362","-0.27%"
"02/04/2021","3.384","3.3743","3.4025","3.3722","0.27%"
"02/03/2021","3.3748","3.4139","3.4256","3.3666","-1.02%"
"02/02/2021","3.4096","3.4141","3.4158","3.4027","-0.00%"
"02/01/2021","3.4097","3.4123","3.4198","3.4011","-0.10%"
"01/29/2021","3.413","3.4273","3.4327","3.3998","-0.26%"
"01/28/2021","3.4221","3.4329","3.433","3.4096","-0.14%"
"01/27/2021","3.4268","3.4159","3.4353","3.4007","0.37%"
"01/26/2021","3.4142","3.4084","3.4291","3.3948","0.04%"
"01/25/2021","3.413","3.4244","3.427","3.405","-0.38%"
"01/22/2021","3.4261","3.4316","3.4408","3.4208","-0.07%"
"01/21/2021","3.4286","3.4224","3.4326","3.4132","-0.15%"
"01/20/2021","3.4338","3.4614","3.4722","3.4313","-0.63%"
"01/19/2021","3.4555","3.4556","3.4558","3.448","0.00%"
"01/18/2021","3.4554","3.4727","3.4857","3.4419","-0.55%"
"01/15/2021","3.4745","3.536","3.5365","3.4634","-1.61%"
"01/14/2021","3.5312","3.4986","3.5354","3.4932","0.97%"
"01/13/2021","3.4975","3.5001","3.5013","3.4928","-0.02%"
"01/12/2021","3.4981","3.4984","3.5099","3.4908","-0.02%"
"01/11/2021","3.4989","3.4967","3.5084","3.4884","-0.25%"
"01/08/2021","3.5075","3.4911","3.5273","3.486","0.60%"
"01/07/2021","3.4865","3.4751","3.4983","3.4677","0.39%"
"01/06/2021","3.4729","3.4678","3.4826","3.4667","0.38%"
"01/05/2021","3.4599","3.4898","3.4969","3.4516","-0.89%"
"01/04/2021","3.491","3.5005","3.5051","3.4668","-0.18%"
"01/01/2021","3.4974","3.4986","3.5098","3.4871","-0.13%"
"12/31/2020","3.5021","3.5302","3.5481","3.495","-0.65%"
"12/30/2020","3.5249","3.5485","3.5551","3.5076","-0.66%"
"12/29/2020","3.5483","3.5276","3.5577","3.5271","0.80%"
"12/28/2020","3.5201","3.5462","3.5571","3.5067","-0.82%"
"12/25/2020","3.5491","3.5307","3.5493","3.5187","0.89%"
"12/24/2020","3.5177","3.4856","3.5311","3.484","0.66%"
"12/23/2020","3.4946","3.5053","3.5055","3.4822","-0.17%"
"12/22/2020","3.5008","3.5164","3.5174","3.483","-0.17%"
"12/21/2020","3.5066","3.5561","3.558","3.5064","-1.32%"
"12/18/2020","3.5535","3.5369","3.5536","3.5315","0.72%"
"12/17/2020","3.5281","3.5231","3.5326","3.521","0.21%"
"12/16/2020","3.5205","3.5071","3.5261","3.5008","0.53%"
"12/15/2020","3.5021","3.4815","3.5086","3.4685","0.63%"
"12/14/2020","3.4802","3.4796","3.5062","3.4786","0.12%"
"12/11/2020","3.476","3.4667","3.4815","3.4597","0.35%"
"12/10/2020","3.4638","3.4431","3.4765","3.4028","0.62%"
"12/09/2020","3.4424","3.4252","3.445","3.413","0.44%"
"12/08/2020","3.4273","3.4161","3.4338","3.4121","0.63%"
"12/07/2020","3.406","3.3909","3.4206","3.3863","0.13%"
"12/04/2020","3.4016","3.3991","3.4065","3.3929","0.24%"
"12/03/2020","3.3933","3.4116","3.4152","3.383","-0.52%"
"12/02/2020","3.411","3.4275","3.4355","3.4103","-0.67%"
"12/01/2020","3.4339","3.4685","3.4746","3.432","-0.84%"
"11/30/2020","3.463","3.4975","3.5016","3.4511","-1.10%"
"11/27/2020","3.5016","3.5071","3.511","3.4894","-0.08%"
"11/26/2020","3.5044","3.49","3.5091","3.4801","0.24%"
"11/25/2020","3.4961","3.5075","3.5228","3.4888","-0.39%"
"11/24/2020","3.5098","3.5208","3.523","3.485","-0.37%"
"11/23/2020","3.5229","3.5153","3.5245","3.5091","0.23%"
"11/20/2020","3.5149","3.5363","3.5438","3.5008","-0.37%"
"11/19/2020","3.5279","3.5248","3.5346","3.5242","0.06%"
"11/18/2020","3.5257","3.5394","3.5408","3.517","-0.32%"
"11/17/2020","3.5369","3.5161","3.5437","3.4947","0.55%"
"11/16/2020","3.5174","3.5151","3.5202","3.5132","0.09%"
"11/13/2020","3.5141","3.5054","3.5189","3.4916","0.43%"
"11/12/2020","3.499","3.4504","3.5066","3.4434","1.63%"
"11/11/2020","3.443","3.4142","3.4452","3.3979","0.85%"
"11/10/2020","3.414","3.3928","3.417","3.379","0.74%"
"11/09/2020","3.389","3.3414","3.4049","3.335","1.33%"
"11/06/2020","3.3444","3.3414","3.3583","3.3306","0.27%"
"11/05/2020","3.3354","3.3186","3.3412","3.3144","0.52%"
"11/04/2020","3.318","3.3193","3.3233","3.3117","-0.02%"
"11/03/2020","3.3188","3.3542","3.3582","3.3155","-1.17%"
"11/02/2020","3.3583","3.3584","3.3681","3.3528","0.07%"
"10/30/2020","3.3559","3.3642","3.3661","3.3431","-0.03%"
"10/29/2020","3.3568","3.3754","3.3884","3.3472","-0.65%"
"10/28/2020","3.3787","3.3878","3.3911","3.3746","-0.25%"
"10/27/2020","3.3871","3.3649","3.4182","3.3511","0.60%"
"10/26/2020","3.3669","3.3802","3.3848","3.3516","-0.45%"
"10/23/2020","3.3822","3.3946","3.3988","3.3696","-0.45%"
"10/22/2020","3.3976","3.3909","3.4131","3.3846","-0.02%"
"10/21/2020","3.3982","3.3986","3.4136","3.397","-0.04%"
"10/20/2020","3.3995","3.4091","3.4156","3.3964","-0.33%"
"10/19/2020","3.4107","3.3896","3.4139","3.384","0.39%"
"10/16/2020","3.3975","3.355","3.4147","3.3528","1.03%"
"10/15/2020","3.363","3.3734","3.3793","3.3542","-0.20%"
"10/14/2020","3.3698","3.3793","3.3835","3.3661","-0.39%"
"10/13/2020","3.3831","3.3863","3.3909","3.373","-0.13%"
"10/12/2020","3.3874","3.3887","3.4036","3.3764","-0.15%"
"10/09/2020","3.3923","3.3988","3.404","3.3826","-0.32%"
"10/08/2020","3.4032","3.438","3.4428","3.3743","-1.22%"
"10/07/2020","3.4453","3.4486","3.453","3.4417","-0.03%"
"10/06/2020","3.4463","3.4641","3.4679","3.4411","-0.50%"
"10/05/2020","3.4637","3.4933","3.5197","3.4431","-0.99%"
"10/02/2020","3.4985","3.517","3.5321","3.491","-0.57%"
"10/01/2020","3.5186","3.5207","3.5251","3.5173","0.09%"
"09/30/2020","3.5153","3.5138","3.517","3.5091","0.14%"
"09/29/2020","3.5103","3.4963","3.5182","3.4799","0.41%"
"09/28/2020","3.4961","3.4656","3.4974","3.4628","0.84%"
"09/25/2020","3.467","3.4168","3.4766","3.4029","1.52%"
"09/24/2020","3.4151","3.4095","3.4167","3.4082","0.09%"
"09/23/2020","3.4122","3.3927","3.4152","3.3764","0.40%"
"09/22/2020","3.3987","3.4201","3.4323","3.3903","-0.72%"
"09/21/2020","3.4234","3.4256","3.4353","3.4214","0.05%"
"09/18/2020","3.4219","3.4012","3.4296","3.3958","0.44%"
"09/17/2020","3.4068","3.4143","3.4218","3.4037","-0.16%"
"09/16/2020","3.4123","3.3874","3.4203","3.3822","0.57%"
"09/15/2020","3.3929","3.361","3.4113","3.3597","0.77%"
"09/14/2020","3.3671","3.3468","3.3744","3.3446","0.54%"
"09/11/2020","3.349","3.3537","3.356","3.3399","-0.22%"
"09/10/2020","3.3565","3.3593","3.3598","3.3471","0.16%"
"09/09/2020","3.3512","3.3407","3.3568","3.3346","0.08%"
"09/08/2020","3.3487","3.3718","3.3935","3.3393","-0.40%"
"09/07/2020","3.3619","3.365","3.3744","3.357","-0.01%"
"09/04/2020","3.3624","3.3585","3.3803","3.3511","0.20%"
"09/03/2020","3.3557","3.3528","3.3609","3.3382","-0.19%"
"09/02/2020","3.3622","3.3631","3.3653","3.3472","0.19%"
"09/01/2020","3.3559","3.3384","3.3586","3.3307","0.48%"
"08/31/2020","3.3399","3.3047","3.3549","3.2892","0.88%"
"08/28/2020","3.3106","3.3268","3.3376","3.2991","-0.27%"
"08/27/2020","3.3197","3.3209","3.3394","3.3138","-0.00%"
"08/26/2020","3.3198","3.2928","3.3324","3.2813","0.99%"
"08/25/2020","3.2874","3.2649","3.2894","3.2564","1.06%"
"08/24/2020","3.253","3.2461","3.2663","3.2338","0.02%"
"08/21/2020","3.2523","3.2613","3.263","3.2508","-0.06%"
"08/20/2020","3.2541","3.2308","3.2562","3.2139","0.77%"
"08/19/2020","3.2293","3.2333","3.2429","3.2253","0.10%"
"08/18/2020","3.226","3.2161","3.2306","3.1992","0.38%"
"08/17/2020","3.2138","3.1843","3.2172","3.1824","0.89%"
"08/14/2020","3.1854","3.1784","3.1893","3.1704","0.49%"
"08/13/2020","3.1697","3.1361","3.1999","3.1351","0.69%"
"08/12/2020","3.1479","3.1289","3.1491","3.1103","0.58%"
"08/11/2020","3.1299","3.1222","3.1311","3.1202","0.13%"
"08/10/2020","3.1258","3.122","3.1354","3.1175","0.22%"
"08/07/2020","3.1189","3.0865","3.1247","3.0743","1.00%"
"08/06/2020","3.0882","3.092","3.1158","3.0758","-0.13%"
"08/05/2020","3.0922","3.0873","3.094","3.0839","0.13%"
"08/04/2020","3.0883","3.1099","3.1201","3.0858","-0.58%"
"08/03/2020","3.1064","3.1164","3.1227","3.1021","-0.17%"
"07/31/2020","3.1116","3.096","3.1239","3.0828","0.80%"
"07/30/2020","3.0868","3.118","3.1243","3.0664","-0.73%"
"07/29/2020","3.1095","3.094","3.1158","3.0889","0.62%"
"07/28/2020","3.0902","3.0674","3.0939","3.0615","0.97%"
"07/27/2020","3.0604","3.0652","3.0672","3.0463","-0.03%"
"07/24/2020","3.0614","3.0671","3.075","3.0349","0.13%"
"07/23/2020","3.0573","3.1168","3.1183","3.0509","-1.72%"
"07/22/2020","3.1108","3.0986","3.1192","3.0972","0.41%"
"07/21/2020","3.098","3.1005","3.1045","3.0943","-0.02%"
"07/20/2020","3.0987","3.0978","3.1031","3.0969","-0.06%"
"07/17/2020","3.1006","3.0527","3.1018","3.052","1.23%"
"07/16/2020","3.0628","3.0615","3.0708","3.0607","-0.09%"
"07/15/2020","3.0656","3.038","3.0761","3.0365","0.90%"
"07/14/2020","3.0384","3.0577","3.0593","3.0348","-0.66%"
"07/13/2020","3.0587","3.0879","3.0914","3.0502","-1.03%"
"07/10/2020","3.0906","3.0933","3.0938","3.0906","-0.20%"
"07/09/2020","3.0969","3.1148","3.1212","3.0948","-0.64%"
"07/08/2020","3.117","3.1227","3.1285","3.1063","0.05%"
"07/07/2020","3.1155","3.0813","3.1302","3.0764","1.14%"
"07/06/2020","3.0804","3.0939","3.0973","3.0727","-0.42%"
"07/03/2020","3.0933","3.12","3.1233","3.0872","-0.73%"
"07/02/2020","3.1159","3.1139","3.1314","3.0966","-0.16%"
"07/01/2020","3.1209","3.1306","3.1383","3.1196","-0.28%"
"06/30/2020","3.1296","3.1091","3.1407","3.0933","0.54%"
"06/29/2020","3.1129","3.1153","3.1387","3.1063","-0.12%"
"06/26/2020","3.1165","3.1374","3.1375","3.1138","-0.88%"
"06/25/2020","3.1441","3.1387","3.1555","3.1341","0.02%"
"06/24/2020","3.1436","3.1626","3.1751","3.1429","-0.61%"
"06/23/2020","3.1628","3.1463","3.1649","3.1304","0.69%"
"06/22/2020","3.1411","3.1257","3.152","3.1175","0.46%"
"06/19/2020","3.1267","3.1401","3.1412","3.1204","-0.65%"
"06/18/2020","3.1472","3.1796","3.1907","3.1454","-0.80%"
"06/17/2020","3.1726","3.1427","3.1778","3.1334","0.74%"
"06/16/2020","3.1492","3.1526","3.1569","3.135","-0.16%"
"06/15/2020","3.1543","3.1139","3.1629","3.103","1.23%"
"06/12/2020","3.116","3.115","3.1277","3.0945","-0.01%"
"06/11/2020","3.1162","3.1043","3.1237","3.0889","0.25%"
"06/10/2020","3.1085","3.1283","3.1294","3.0866","-0.89%"
