"Date","Price","Open","High","Low","Change %"
"04/16/2021","2.4651","2.4595","2.4684","2.4518","0.19%"
"04/15/2021","2.4604","2.4757","2.4886","2.4484","-0.52%"
"04/14/2021","2.4733","2.4616","2.4777","2.4562","0.70%"
"04/13/2021","2.4561","2.4105","2.4761","2.4045","1.96%"
"04/12/2021","2.4089","2.3948","2.4119","2.3929","0.64%"
"04/09/2021","2.3936","2.3999","2.4037","2.3681","-0.26%"
"04/08/2021","2.3999","2.3573","2.4051","2.3508","1.83%"
"04/07/2021","2.3568","2.3511","2.3659","2.3496","0.32%"
"04/06/2021","2.3493","2.3806","2.3893","2.328","-1.19%"
"04/05/2021","2.3777","2.3737","2.38","2.3673","-0.10%"
"04/02/2021","2.38","2.3882","2.3908","2.3684","0.03%"
"04/01/2021","2.3793","2.4127","2.4253","2.3676","-1.19%"
"03/31/2021","2.4081","2.3912","2.4128","2.391","0.68%"
"03/30/2021","2.3919","2.4356","2.4455","2.3753","-1.53%"
"03/29/2021","2.429","2.4328","2.4393","2.4248","0.11%"
"03/26/2021","2.4263","2.4088","2.4277","2.406","0.85%"
"03/25/2021","2.4059","2.3872","2.4194","2.3867","1.21%"
"03/24/2021","2.3771","2.3775","2.3785","2.3715","0.50%"
"03/23/2021","2.3652","2.3674","2.3801","2.3579","-0.04%"
"03/22/2021","2.3661","2.3527","2.3717","2.3449","0.15%"
"03/19/2021","2.3626","2.3391","2.3728","2.3358","1.24%"
"03/18/2021","2.3337","2.3193","2.3438","2.3169","0.52%"
"03/17/2021","2.3215","2.2892","2.3295","2.2806","1.23%"
"03/16/2021","2.2934","2.3019","2.306","2.291","-0.40%"
"03/15/2021","2.3026","2.3014","2.3149","2.2986","0.44%"
"03/12/2021","2.2925","2.2837","2.2969","2.2805","0.23%"
"03/11/2021","2.2872","2.2455","2.3032","2.2255","1.60%"
"03/10/2021","2.251","2.2575","2.2596","2.2298","-0.23%"
"03/09/2021","2.2563","2.2259","2.2579","2.2257","1.34%"
"03/08/2021","2.2264","2.2495","2.253","2.2252","-1.07%"
"03/05/2021","2.2505","2.2529","2.2562","2.2499","0.35%"
"03/04/2021","2.2427","2.2274","2.2434","2.2179","0.95%"
"03/03/2021","2.2217","2.1942","2.2367","2.1884","1.02%"
"03/02/2021","2.1992","2.2253","2.2278","2.1951","-1.14%"
"03/01/2021","2.2246","2.243","2.2567","2.2073","-0.23%"
"02/26/2021","2.2298","2.2881","2.2886","2.2257","-2.94%"
"02/25/2021","2.2974","2.2863","2.3084","2.2752","0.46%"
"02/24/2021","2.2869","2.2737","2.2952","2.2718","0.88%"
"02/23/2021","2.267","2.2431","2.2929","2.2335","1.12%"
"02/22/2021","2.242","2.2853","2.2976","2.2379","-1.57%"
"02/19/2021","2.2777","2.2582","2.2831","2.2571","0.52%"
"02/18/2021","2.266","2.2764","2.2928","2.2657","-0.39%"
"02/17/2021","2.2748","2.2766","2.2841","2.2696","-0.27%"
"02/16/2021","2.2809","2.244","2.2938","2.2433","1.93%"
"02/15/2021","2.2376","2.2519","2.2586","2.2295","-0.26%"
"02/12/2021","2.2435","2.2585","2.2652","2.2268","-0.65%"
"02/11/2021","2.2582","2.2452","2.2763","2.2265","0.82%"
"02/10/2021","2.2399","2.2654","2.2753","2.2268","-0.98%"
"02/09/2021","2.2621","2.2656","2.269","2.2438","0.08%"
"02/08/2021","2.2603","2.2971","2.3222","2.2528","-1.33%"
"02/05/2021","2.2907","2.3001","2.3014","2.2803","-0.31%"
"02/04/2021","2.2979","2.3004","2.3015","2.2863","-0.31%"
"02/03/2021","2.305","2.3046","2.3132","2.2989","0.62%"
"02/02/2021","2.2908","2.2994","2.3289","2.2899","-0.37%"
"02/01/2021","2.2994","2.3268","2.3355","2.2886","-0.99%"
"01/29/2021","2.3222","2.328","2.3323","2.3086","-0.20%"
"01/28/2021","2.3268","2.312","2.3313","2.3109","0.37%"
"01/27/2021","2.3182","2.3097","2.3199","2.294","0.03%"
"01/26/2021","2.3176","2.3021","2.3311","2.2992","0.60%"
"01/25/2021","2.3038","2.3558","2.3734","2.2962","-2.19%"
"01/22/2021","2.3554","2.3673","2.3706","2.3549","-0.54%"
"01/21/2021","2.3683","2.3463","2.3733","2.3442","0.80%"
"01/20/2021","2.3496","2.3062","2.3692","2.296","2.03%"
"01/19/2021","2.3028","2.316","2.329","2.2946","-0.44%"
"01/18/2021","2.3129","2.277","2.3205","2.2743","1.73%"
"01/15/2021","2.2735","2.235","2.2784","2.2259","1.91%"
"01/14/2021","2.2308","2.2497","2.2521","2.2288","-0.66%"
"01/13/2021","2.2456","2.2318","2.2532","2.2252","0.82%"
"01/12/2021","2.2272","2.2746","2.285","2.2231","-1.81%"
"01/11/2021","2.2684","2.3011","2.3041","2.2678","-1.30%"
"01/08/2021","2.2982","2.2909","2.3059","2.2874","-0.09%"
"01/07/2021","2.3002","2.3094","2.3146","2.2889","-0.47%"
"01/06/2021","2.311","2.3199","2.324","2.3003","-0.60%"
"01/05/2021","2.325","2.3212","2.3344","2.3172","0.33%"
"01/04/2021","2.3173","2.3303","2.3402","2.317","-0.66%"
"01/01/2021","2.3327","2.3335","2.3405","2.3273","-0.05%"
"12/31/2020","2.3339","2.3332","2.3502","2.3261","-0.13%"
"12/30/2020","2.3368","2.3659","2.3784","2.3285","-0.94%"
"12/29/2020","2.3591","2.3352","2.3633","2.3323","1.04%"
"12/28/2020","2.3348","2.3201","2.341","2.3038","0.91%"
"12/25/2020","2.3137","2.3294","2.3416","2.3054","-0.56%"
"12/24/2020","2.3267","2.3362","2.348","2.3251","-0.35%"
"12/23/2020","2.3349","2.3076","2.3526","2.3008","1.35%"
"12/22/2020","2.3038","2.2841","2.3141","2.2706","1.02%"
"12/21/2020","2.2806","2.3039","2.3259","2.2627","-1.10%"
"12/18/2020","2.3059","2.3053","2.3061","2.2976","-0.26%"
"12/17/2020","2.3118","2.3301","2.3347","2.3102","-0.86%"
"12/16/2020","2.332","2.3325","2.3518","2.3274","-0.01%"
"12/15/2020","2.3321","2.3308","2.3492","2.3273","0.40%"
"12/14/2020","2.3229","2.3403","2.3538","2.302","-0.63%"
"12/11/2020","2.3376","2.3164","2.339","2.309","1.02%"
"12/10/2020","2.314","2.2908","2.3162","2.2846","0.95%"
"12/09/2020","2.2922","2.2901","2.3158","2.2883","-0.29%"
"12/08/2020","2.2989","2.3055","2.3201","2.2974","-0.70%"
"12/07/2020","2.3151","2.3294","2.3402","2.3055","-0.54%"
"12/04/2020","2.3276","2.3149","2.3326","2.2938","0.35%"
"12/03/2020","2.3195","2.3179","2.3202","2.3017","-0.38%"
"12/02/2020","2.3284","2.3578","2.3642","2.322","-1.07%"
"12/01/2020","2.3536","2.3383","2.3649","2.333","0.75%"
"11/30/2020","2.3361","2.3014","2.3538","2.2964","1.32%"
"11/27/2020","2.3056","2.3263","2.3297","2.3011","-0.75%"
"11/26/2020","2.323","2.3517","2.3517","2.3167","-0.93%"
"11/25/2020","2.3447","2.3447","2.349","2.3342","-0.09%"
"11/24/2020","2.3469","2.3506","2.3526","2.3311","-0.15%"
"11/23/2020","2.3504","2.395","2.4006","2.3231","-1.69%"
"11/20/2020","2.3908","2.4289","2.4339","2.3817","-1.39%"
"11/19/2020","2.4246","2.4495","2.4731","2.4187","-0.54%"
"11/18/2020","2.4378","2.4488","2.4568","2.435","-0.37%"
"11/17/2020","2.4469","2.425","2.4544","2.4244","0.98%"
"11/16/2020","2.4232","2.4098","2.4282","2.3873","0.50%"
"11/13/2020","2.4112","2.4114","2.4406","2.4037","0.18%"
"11/12/2020","2.407","2.4012","2.4127","2.3936","0.52%"
"11/11/2020","2.3944","2.4059","2.4356","2.388","-0.71%"
"11/10/2020","2.4117","2.3901","2.4186","2.386","0.77%"
"11/09/2020","2.3933","2.4002","2.4085","2.3868","-0.37%"
"11/06/2020","2.402","2.3916","2.4093","2.3903","0.32%"
"11/05/2020","2.3944","2.3919","2.4055","2.3917","0.11%"
"11/04/2020","2.3918","2.3935","2.3989","2.3786","0.01%"
"11/03/2020","2.3916","2.4198","2.4223","2.3859","-1.10%"
"11/02/2020","2.4182","2.4377","2.449","2.4138","-1.11%"
"10/30/2020","2.4455","2.4335","2.4616","2.4307","0.61%"
"10/29/2020","2.4305","2.4579","2.4598","2.4283","-0.80%"
"10/28/2020","2.4503","2.4834","2.4899","2.4488","-0.99%"
"10/27/2020","2.4748","2.4652","2.4764","2.4631","0.23%"
"10/26/2020","2.4692","2.4378","2.4693","2.4307","1.01%"
"10/23/2020","2.4444","2.3902","2.4515","2.3839","2.25%"
"10/22/2020","2.3906","2.4133","2.4234","2.3755","-0.65%"
"10/21/2020","2.4063","2.3981","2.4154","2.3893","0.30%"
"10/20/2020","2.3992","2.4203","2.4262","2.3941","-1.04%"
"10/19/2020","2.4245","2.3791","2.4304","2.37","1.82%"
"10/16/2020","2.381","2.3572","2.3858","2.3511","0.69%"
"10/15/2020","2.3648","2.3769","2.3958","2.3621","-0.99%"
"10/14/2020","2.3885","2.3806","2.4017","2.3711","0.34%"
"10/13/2020","2.3803","2.3792","2.3934","2.374","0.05%"
"10/12/2020","2.3792","2.362","2.3841","2.3576","0.72%"
"10/09/2020","2.3622","2.386","2.3879","2.3516","-0.83%"
"10/08/2020","2.382","2.3861","2.3933","2.3752","-0.25%"
"10/07/2020","2.3879","2.3524","2.4003","2.3384","1.35%"
"10/06/2020","2.3562","2.371","2.3725","2.3492","-0.72%"
"10/05/2020","2.3731","2.3598","2.3832","2.3546","0.25%"
"10/02/2020","2.3671","2.3547","2.3857","2.347","0.30%"
"10/01/2020","2.3601","2.3886","2.3932","2.358","-0.74%"
"09/30/2020","2.3777","2.3597","2.3924","2.3479","0.68%"
"09/29/2020","2.3617","2.3719","2.3865","2.3483","-0.22%"
"09/28/2020","2.3669","2.3792","2.3905","2.3563","-0.11%"
"09/25/2020","2.3696","2.3815","2.3858","2.3591","-0.52%"
"09/24/2020","2.3819","2.3758","2.4022","2.3605","0.41%"
"09/23/2020","2.3721","2.3506","2.3769","2.3496","1.17%"
"09/22/2020","2.3446","2.3658","2.3685","2.3404","-0.79%"
"09/21/2020","2.3632","2.3859","2.3881","2.3609","-1.21%"
"09/18/2020","2.3921","2.4072","2.4178","2.3908","-1.26%"
"09/17/2020","2.4227","2.4421","2.4431","2.4226","-0.82%"
"09/16/2020","2.4427","2.4315","2.4444","2.4283","0.44%"
"09/15/2020","2.4319","2.4111","2.4478","2.3969","1.12%"
"09/14/2020","2.4049","2.3492","2.4203","2.346","2.65%"
"09/11/2020","2.3427","2.3351","2.3559","2.3226","-0.01%"
"09/10/2020","2.3429","2.319","2.3529","2.3123","1.25%"
"09/09/2020","2.3141","2.2826","2.3185","2.2793","1.51%"
"09/08/2020","2.2796","2.264","2.2943","2.2601","0.74%"
"09/07/2020","2.2629","2.2435","2.2768","2.2431","0.89%"
"09/04/2020","2.2429","2.2583","2.2609","2.2411","-0.64%"
"09/03/2020","2.2572","2.2612","2.2616","2.2528","0.28%"
"09/02/2020","2.251","2.2458","2.2689","2.2278","-0.16%"
"09/01/2020","2.2545","2.2209","2.2646","2.2183","1.42%"
"08/31/2020","2.2229","2.231","2.2378","2.2121","-0.77%"
"08/28/2020","2.2402","2.2085","2.2407","2.2015","1.48%"
"08/27/2020","2.2074","2.1896","2.2197","2.173","0.74%"
"08/26/2020","2.1911","2.2274","2.2278","2.177","-1.91%"
"08/25/2020","2.2337","2.2009","2.2419","2.2004","1.43%"
"08/24/2020","2.2023","2.1801","2.2135","2.1787","0.92%"
"08/21/2020","2.1822","2.2067","2.2198","2.1766","-1.40%"
"08/20/2020","2.2133","2.2561","2.2583","2.2111","-1.70%"
"08/19/2020","2.2515","2.2214","2.2599","2.2203","1.19%"
"08/18/2020","2.225","2.213","2.2373","2.2074","0.70%"
"08/17/2020","2.2095","2.2328","2.2441","2.1941","-0.92%"
"08/14/2020","2.2301","2.2362","2.2391","2.2176","-0.19%"
"08/13/2020","2.2343","2.2308","2.235","2.2165","-0.09%"
"08/12/2020","2.2362","2.2396","2.2588","2.2293","-0.09%"
"08/11/2020","2.2383","2.2517","2.2553","2.2344","-0.52%"
"08/10/2020","2.2501","2.2709","2.2841","2.2388","-0.80%"
"08/07/2020","2.2681","2.2816","2.2952","2.2595","-0.56%"
"08/06/2020","2.2809","2.2654","2.2956","2.2609","0.64%"
"08/05/2020","2.2664","2.2786","2.2808","2.2464","-0.71%"
"08/04/2020","2.2825","2.3105","2.3191","2.2657","-1.16%"
"08/03/2020","2.3093","2.2868","2.3147","2.2792","0.81%"
"07/31/2020","2.2908","2.2961","2.3074","2.2835","-0.03%"
"07/30/2020","2.2914","2.2924","2.3003","2.2848","0.13%"
"07/29/2020","2.2885","2.2993","2.3032","2.2758","-0.62%"
"07/28/2020","2.3028","2.2984","2.3075","2.2926","-0.04%"
"07/27/2020","2.3037","2.303","2.3392","2.293","0.21%"
"07/24/2020","2.2989","2.3113","2.3127","2.2979","-0.68%"
"07/23/2020","2.3145","2.3194","2.3311","2.3121","-0.19%"
"07/22/2020","2.3189","2.325","2.3278","2.3072","-0.21%"
"07/21/2020","2.3238","2.3305","2.3385","2.3207","-0.59%"
"07/20/2020","2.3377","2.3031","2.3499","2.3022","1.33%"
"07/17/2020","2.307","2.3724","2.383","2.3002","-3.01%"
"07/16/2020","2.3787","2.3875","2.395","2.3786","-0.28%"
"07/15/2020","2.3853","2.3801","2.3899","2.3754","0.21%"
"07/14/2020","2.3804","2.3716","2.4072","2.3696","0.28%"
"07/13/2020","2.3738","2.369","2.375","2.3597","0.27%"
"07/10/2020","2.3674","2.3567","2.3802","2.3496","0.71%"
"07/09/2020","2.3507","2.3661","2.3736","2.3506","-0.37%"
"07/08/2020","2.3593","2.328","2.37","2.3132","1.80%"
"07/07/2020","2.3177","2.2961","2.3291","2.2861","1.14%"
"07/06/2020","2.2916","2.2894","2.2929","2.2869","-0.08%"
"07/03/2020","2.2933","2.296","2.3033","2.2906","0.06%"
"07/02/2020","2.292","2.283","2.3023","2.2755","0.53%"
"07/01/2020","2.2798","2.2799","2.2824","2.2753","-0.28%"
"06/30/2020","2.2861","2.2523","2.2921","2.2425","1.31%"
"06/29/2020","2.2566","2.252","2.2572","2.2314","0.41%"
"06/26/2020","2.2475","2.227","2.2564","2.2239","0.36%"
"06/25/2020","2.2395","2.2159","2.2561","2.2128","0.75%"
"06/24/2020","2.223","2.2522","2.2639","2.2195","-1.39%"
"06/23/2020","2.2542","2.2718","2.2772","2.244","-0.59%"
"06/22/2020","2.2676","2.2972","2.3036","2.2457","-1.60%"
"06/19/2020","2.3045","2.2923","2.3126","2.2862","0.56%"
"06/18/2020","2.2918","2.3179","2.3356","2.2809","-0.91%"
"06/17/2020","2.3127","2.2996","2.3224","2.2904","0.38%"
"06/16/2020","2.304","2.2986","2.3114","2.2731","0.05%"
"06/15/2020","2.3028","2.3046","2.3099","2.289","0.08%"
"06/12/2020","2.301","2.3137","2.3142","2.2945","-0.67%"
"06/11/2020","2.3166","2.2948","2.332","2.2938","0.84%"
"06/10/2020","2.2973","2.3009","2.3089","2.2965","0.02%"
"06/09/2020","2.297","2.2765","2.3051","2.2665","0.72%"
