"Date","Price","Open","High","Low","Change %"
"07/21/2021","4.504","4.5066","4.5084","4.4925","-0.08%"
"07/20/2021","4.5076","4.482","4.5299","4.4774","0.50%"
"07/19/2021","4.485","4.5028","4.5135","4.4839","-0.49%"
"07/16/2021","4.5069","4.5191","4.5209","4.506","-0.35%"
"07/15/2021","4.5229","4.5105","4.5239","4.5089","0.24%"
"07/14/2021","4.5122","4.5233","4.5244","4.5019","-0.34%"
"07/13/2021","4.5275","4.5423","4.545","4.506","-0.18%"
"07/12/2021","4.5359","4.5467","4.5491","4.5343","-0.20%"
"07/09/2021","4.5449","4.5342","4.5499","4.5222","0.21%"
"07/08/2021","4.5354","4.5629","4.5677","4.5261","-0.65%"
"07/07/2021","4.5651","4.5591","4.5752","4.5514","0.14%"
"07/06/2021","4.5585","4.5279","4.5623","4.5175","0.51%"
"07/05/2021","4.5352","4.5947","4.6076","4.528","-1.31%"
"07/02/2021","4.5956","4.6095","4.6158","4.5895","-0.29%"
"07/01/2021","4.6088","4.6102","4.6147","4.603","-0.09%"
"06/30/2021","4.613","4.6183","4.6287","4.6054","-0.04%"
"06/29/2021","4.6148","4.62","4.6304","4.6142","-0.12%"
"06/28/2021","4.6202","4.6202","4.6226","4.6157","0.03%"
"06/25/2021","4.619","4.658","4.6705","4.6188","-0.67%"
"06/24/2021","4.6501","4.638","4.6737","4.6342","0.38%"
"06/23/2021","4.6326","4.6281","4.6468","4.6234","0.26%"
"06/22/2021","4.6207","4.6042","4.6233","4.5942","0.25%"
"06/21/2021","4.6093","4.6129","4.6257","4.5995","-0.07%"
"06/18/2021","4.6125","4.6554","4.6596","4.5961","-0.86%"
"06/17/2021","4.6525","4.6737","4.6915","4.6499","-0.51%"
"06/16/2021","4.6765","4.6761","4.6777","4.6635","-0.01%"
"06/15/2021","4.6771","4.6823","4.695","4.6678","-0.27%"
"06/14/2021","4.6897","4.715","4.7178","4.6655","-0.55%"
"06/11/2021","4.7156","4.709","4.7351","4.6934","0.26%"
"06/10/2021","4.7033","4.6757","4.7073","4.6661","0.51%"
"06/09/2021","4.6795","4.7229","4.7267","4.6752","-0.69%"
"06/08/2021","4.7121","4.7588","4.7625","4.7024","-0.98%"
"06/07/2021","4.7587","4.7693","4.7853","4.7428","-0.19%"
"06/04/2021","4.768","4.7818","4.7919","4.7473","-0.24%"
"06/03/2021","4.7797","4.7595","4.8053","4.7564","0.44%"
"06/02/2021","4.7585","4.7833","4.7903","4.7419","-0.42%"
"06/01/2021","4.7788","4.8505","4.8562","4.7641","-1.25%"
"05/31/2021","4.8393","4.8582","4.8686","4.8237","-0.27%"
"05/28/2021","4.8525","4.8691","4.8722","4.847","-0.34%"
"05/27/2021","4.869","4.8745","4.8788","4.8636","-0.07%"
"05/26/2021","4.8725","4.8566","4.8792","4.8484","0.48%"
"05/25/2021","4.8491","4.8597","4.878","4.8398","-0.16%"
"05/24/2021","4.8568","4.906","4.9111","4.8485","-0.97%"
"05/21/2021","4.9042","4.8931","4.9122","4.884","0.25%"
"05/20/2021","4.892","4.905","4.9068","4.8846","-0.24%"
"05/19/2021","4.9037","4.881","4.9083","4.8751","0.29%"
"05/18/2021","4.8897","4.8967","4.9053","4.8763","-0.10%"
"05/17/2021","4.8947","4.9198","4.9222","4.8833","-0.42%"
"05/14/2021","4.9153","4.9307","4.9308","4.9137","-0.37%"
"05/13/2021","4.9336","4.95","4.9565","4.9303","-0.29%"
"05/12/2021","4.9477","4.9221","4.9547","4.9168","0.29%"
"05/11/2021","4.9332","4.9242","4.9378","4.9152","0.25%"
"05/10/2021","4.921","4.9269","4.947","4.9089","0.06%"
"05/07/2021","4.9183","4.8853","4.9302","4.8819","0.64%"
"05/06/2021","4.8868","4.9201","4.9211","4.8848","-0.72%"
"05/05/2021","4.9223","4.9138","4.9238","4.8996","0.31%"
"05/04/2021","4.907","4.9199","4.9342","4.9014","-0.18%"
"05/03/2021","4.9158","4.9266","4.9299","4.8964","-0.13%"
"04/30/2021","4.9222","4.9321","4.9332","4.9205","-0.08%"
"04/29/2021","4.9259","4.9231","4.9389","4.906","-0.08%"
"04/28/2021","4.9297","4.9378","4.9491","4.9263","-0.16%"
"04/27/2021","4.9378","4.9271","4.9493","4.9266","0.17%"
"04/26/2021","4.9295","4.9436","4.9514","4.9189","-0.04%"
"04/23/2021","4.9315","4.9428","4.9467","4.9246","-0.22%"
"04/22/2021","4.9425","4.9372","4.9437","4.921","0.00%"
"04/21/2021","4.9425","4.9506","4.9651","4.94","-0.24%"
"04/20/2021","4.9544","4.9593","4.9732","4.9468","-0.11%"
"04/19/2021","4.9598","4.9537","4.9687","4.9525","0.05%"
"04/16/2021","4.9575","4.91","4.973","4.8963","0.78%"
"04/15/2021","4.9192","4.8896","4.9205","4.8792","0.58%"
"04/14/2021","4.8909","4.91","4.9167","4.8899","-0.29%"
"04/13/2021","4.9052","4.922","4.9319","4.8871","-0.26%"
"04/12/2021","4.9179","4.9349","4.9425","4.9171","-0.35%"
"04/09/2021","4.9351","4.9278","4.9401","4.921","0.19%"
"04/08/2021","4.9259","4.9216","4.9377","4.9202","0.02%"
"04/07/2021","4.9248","4.9378","4.9393","4.9184","-0.40%"
"04/06/2021","4.9444","4.9122","4.9507","4.9108","0.63%"
"04/05/2021","4.9134","4.9184","4.9214","4.9123","-0.12%"
"04/02/2021","4.9195","4.9177","4.9246","4.9036","0.08%"
"04/01/2021","4.9156","4.8747","4.9162","4.8558","0.67%"
"03/31/2021","4.883","4.8485","4.8971","4.8402","0.53%"
"03/30/2021","4.8574","4.8695","4.8731","4.8499","-0.35%"
"03/29/2021","4.8744","4.8836","4.8975","4.8694","-0.39%"
"03/26/2021","4.8936","4.9178","4.9264","4.8802","-0.47%"
"03/25/2021","4.9166","4.8999","4.922","4.8792","0.11%"
"03/24/2021","4.9111","4.8746","4.9191","4.8636","0.64%"
"03/23/2021","4.8799","4.8423","4.8956","4.8333","0.78%"
"03/22/2021","4.8421","4.8403","4.8515","4.8238","0.00%"
"03/19/2021","4.842","4.8702","4.8762","4.8407","-0.62%"
"03/18/2021","4.872","4.8756","4.885","4.8709","-0.02%"
"03/17/2021","4.873","4.8642","4.8989","4.8532","0.17%"
"03/16/2021","4.8649","4.8227","4.8655","4.8222","0.79%"
"03/15/2021","4.8269","4.8447","4.8546","4.8255","-0.27%"
"03/12/2021","4.84","4.8078","4.8454","4.8","0.83%"
"03/11/2021","4.8003","4.8283","4.8293","4.7862","-0.64%"
"03/10/2021","4.8313","4.8766","4.8956","4.83","-0.87%"
"03/09/2021","4.8738","4.9007","4.9057","4.8657","-0.43%"
"03/08/2021","4.8949","4.9065","4.9068","4.892","-0.31%"
"03/05/2021","4.9101","4.913","4.9146","4.9011","-0.02%"
"03/04/2021","4.9111","4.9129","4.9263","4.9036","-0.26%"
"03/03/2021","4.9239","4.9337","4.9507","4.9098","-0.18%"
"03/02/2021","4.9328","4.9315","4.94","4.9102","0.29%"
"03/01/2021","4.9183","4.8902","4.9308","4.8834","0.51%"
"02/26/2021","4.8935","4.8908","4.9066","4.8903","0.17%"
"02/25/2021","4.8854","4.8793","4.8885","4.8774","0.21%"
"02/24/2021","4.8753","4.8632","4.8835","4.8564","0.05%"
"02/23/2021","4.8728","4.8583","4.8744","4.8477","0.43%"
"02/22/2021","4.8521","4.8607","4.8613","4.8425","-0.12%"
"02/19/2021","4.858","4.8393","4.8707","4.8368","0.48%"
"02/18/2021","4.8347","4.8355","4.8482","4.8289","0.14%"
"02/17/2021","4.8281","4.8086","4.835","4.8072","0.32%"
"02/16/2021","4.8128","4.7987","4.8191","4.7874","0.07%"
"02/15/2021","4.8096","4.8201","4.8299","4.7996","-0.07%"
"02/12/2021","4.8131","4.7938","4.8161","4.7924","0.41%"
"02/11/2021","4.7933","4.8295","4.8388","4.7849","-0.67%"
"02/10/2021","4.8256","4.8226","4.8343","4.8106","0.07%"
"02/09/2021","4.8221","4.8071","4.8565","4.7865","0.20%"
"02/08/2021","4.8123","4.8367","4.8402","4.8117","-0.49%"
"02/05/2021","4.8358","4.8411","4.852","4.8354","-0.09%"
"02/04/2021","4.8403","4.8431","4.8452","4.8334","-0.23%"
"02/03/2021","4.8516","4.8627","4.877","4.8469","0.00%"
"02/02/2021","4.8516","4.8611","4.8641","4.8501","-0.22%"
"02/01/2021","4.8623","4.8643","4.8701","4.8605","-0.02%"
"01/29/2021","4.8634","4.8711","4.8851","4.8594","-0.28%"
"01/28/2021","4.8772","4.8621","4.8913","4.85","0.28%"
"01/27/2021","4.8633","4.8735","4.8798","4.8627","-0.31%"
"01/26/2021","4.8783","4.8579","4.8803","4.8433","0.27%"
"01/25/2021","4.8651","4.894","4.9073","4.8633","-0.76%"
"01/22/2021","4.9025","4.8858","4.9087","4.8761","0.23%"
"01/21/2021","4.8915","4.8549","4.8921","4.8535","0.68%"
"01/20/2021","4.8586","4.8688","4.8739","4.8493","-0.11%"
"01/19/2021","4.864","4.89","4.8971","4.8533","-0.75%"
"01/18/2021","4.9007","4.8811","4.9024","4.8751","0.32%"
"01/15/2021","4.885","4.8794","4.8895","4.8743","0.11%"
"01/14/2021","4.8796","4.9132","4.917","4.8677","-0.56%"
"01/13/2021","4.9072","4.8909","4.91","4.8849","0.33%"
"01/12/2021","4.8909","4.8869","4.9072","4.8835","-0.05%"
"01/11/2021","4.8931","4.9169","4.9251","4.8918","-0.63%"
"01/08/2021","4.9244","4.949","4.9604","4.9105","-0.46%"
"01/07/2021","4.947","4.957","4.9576","4.9386","-0.22%"
"01/06/2021","4.9581","4.9687","4.9776","4.9466","-0.26%"
"01/05/2021","4.9711","4.9626","4.9722","4.9617","0.10%"
"01/04/2021","4.9661","4.9614","4.9721","4.9407","0.16%"
"01/01/2021","4.9582","4.9412","4.9614","4.9383","0.16%"
"12/31/2020","4.9502","4.9426","4.9605","4.9352","0.03%"
"12/30/2020","4.9486","4.9498","4.9559","4.9373","-0.23%"
"12/29/2020","4.96","4.9537","4.9734","4.9516","0.30%"
"12/28/2020","4.945","4.9593","4.9642","4.9266","-0.13%"
"12/25/2020","4.9513","4.9754","4.9764","4.9248","-0.39%"
"12/24/2020","4.9707","4.9593","4.9747","4.9314","0.34%"
"12/23/2020","4.9539","4.9278","4.9567","4.9216","0.54%"
"12/22/2020","4.9274","4.9339","4.9376","4.9055","-0.24%"
"12/21/2020","4.9392","4.9637","4.9683","4.9346","-0.53%"
"12/18/2020","4.9654","4.9784","4.9897","4.9572","-0.33%"
"12/17/2020","4.9817","4.9849","4.9921","4.9785","0.00%"
"12/16/2020","4.9815","4.9857","4.9911","4.9604","-0.27%"
"12/15/2020","4.995","4.9676","4.998","4.9524","0.54%"
"12/14/2020","4.9682","4.9438","4.9763","4.9329","0.60%"
"12/11/2020","4.9387","4.8792","4.948","4.8786","1.24%"
"12/10/2020","4.8781","4.9187","4.9288","4.8727","-0.63%"
"12/09/2020","4.909","4.9367","4.9498","4.9062","-0.59%"
"12/08/2020","4.9382","4.9451","4.966","4.9241","-0.17%"
"12/07/2020","4.9467","4.9335","4.9486","4.9289","0.14%"
"12/04/2020","4.94","4.9308","4.9553","4.9252","0.18%"
"12/03/2020","4.9313","4.934","4.9394","4.9265","-0.04%"
"12/02/2020","4.9332","4.9144","4.9361","4.9072","0.19%"
"12/01/2020","4.9238","4.9404","4.9567","4.9126","-0.32%"
"11/30/2020","4.9395","4.9482","4.9631","4.9177","-0.18%"
"11/27/2020","4.9486","4.9535","4.9574","4.941","-0.22%"
"11/26/2020","4.9594","4.9562","4.9805","4.9461","0.06%"
"11/25/2020","4.9562","4.9608","4.9618","4.9522","-0.03%"
"11/24/2020","4.9578","4.9324","4.9761","4.9209","0.60%"
"11/23/2020","4.9283","4.9608","4.9629","4.9176","-0.57%"
"11/20/2020","4.9566","4.9876","4.9957","4.9516","-0.64%"
"11/19/2020","4.9887","4.9999","5.0006","4.9806","-0.15%"
"11/18/2020","4.996","4.9475","5.0056","4.9468","1.00%"
"11/17/2020","4.9464","4.9397","4.9561","4.9343","0.03%"
"11/16/2020","4.9449","4.9307","4.9534","4.9276","0.36%"
"11/13/2020","4.927","4.9152","4.9377","4.9079","0.45%"
"11/12/2020","4.9047","4.8875","4.9285","4.8843","0.28%"
"11/11/2020","4.8912","4.9059","4.9208","4.8801","0.00%"
"11/10/2020","4.8911","4.9003","4.9065","4.8758","-0.24%"
"11/09/2020","4.903","4.8929","4.9223","4.8884","0.30%"
"11/06/2020","4.8886","4.8889","4.9023","4.8845","-0.21%"
"11/05/2020","4.8987","4.8662","4.9073","4.8648","0.60%"
"11/04/2020","4.8693","4.8282","4.8733","4.8233","0.83%"
"11/03/2020","4.829","4.8425","4.8455","4.8203","-0.08%"
"11/02/2020","4.8331","4.8152","4.8445","4.8006","0.48%"
"10/30/2020","4.8098","4.8463","4.8554","4.8078","-0.79%"
"10/29/2020","4.8481","4.8363","4.8592","4.8252","0.11%"
"10/28/2020","4.8425","4.7886","4.8445","4.7857","0.91%"
"10/27/2020","4.7991","4.7941","4.8048","4.7879","0.19%"
"10/26/2020","4.7899","4.7851","4.7928","4.7647","0.14%"
"10/23/2020","4.7833","4.7985","4.8034","4.7772","-0.22%"
"10/22/2020","4.7937","4.7942","4.8027","4.793","-0.00%"
"10/21/2020","4.7938","4.8043","4.8063","4.7868","-0.15%"
"10/20/2020","4.8008","4.815","4.8205","4.7869","-0.30%"
"10/19/2020","4.8155","4.8128","4.8224","4.8117","0.10%"
"10/16/2020","4.8106","4.8039","4.8133","4.8034","0.02%"
"10/15/2020","4.8097","4.7881","4.8167","4.7811","0.30%"
"10/14/2020","4.7952","4.8153","4.8161","4.7881","-0.47%"
"10/13/2020","4.818","4.7938","4.8231","4.7851","0.59%"
"10/12/2020","4.7899","4.8074","4.8075","4.7817","-0.25%"
"10/09/2020","4.8021","4.8064","4.8283","4.7971","-0.39%"
"10/08/2020","4.8207","4.8246","4.8422","4.812","-0.14%"
"10/07/2020","4.8272","4.83","4.861","4.8201","-0.09%"
"10/06/2020","4.8314","4.8232","4.8582","4.8195","0.29%"
"10/05/2020","4.8173","4.8416","4.8516","4.7904","-0.24%"
"10/02/2020","4.8289","4.8662","4.882","4.8131","-0.75%"
"10/01/2020","4.8653","4.8693","4.8748","4.852","-0.14%"
"09/30/2020","4.8724","4.8715","4.8797","4.8703","0.04%"
"09/29/2020","4.8702","4.8731","4.8785","4.854","-0.05%"
"09/28/2020","4.8726","4.8922","4.8953","4.8703","-0.37%"
"09/25/2020","4.8907","4.9001","4.9167","4.8888","-0.14%"
"09/24/2020","4.8974","4.9085","4.9185","4.8939","-0.37%"
"09/23/2020","4.9155","4.8817","4.9194","4.8692","0.57%"
"09/22/2020","4.8874","4.8607","4.8901","4.8586","0.53%"
"09/21/2020","4.8618","4.8939","4.9014","4.8617","-0.64%"
"09/18/2020","4.8931","4.8977","4.9009","4.8768","-0.15%"
"09/17/2020","4.9004","4.863","4.9034","4.8541","0.71%"
"09/16/2020","4.8656","4.8746","4.8817","4.8499","-0.30%"
"09/15/2020","4.8802","4.8439","4.8829","4.8341","0.81%"
"09/14/2020","4.8412","4.879","4.8869","4.8235","-0.64%"
"09/11/2020","4.8725","4.8463","4.875","4.8284","0.45%"
"09/10/2020","4.8508","4.889","4.9078","4.8429","-0.71%"
"09/09/2020","4.8852","4.9098","4.9168","4.8658","-0.61%"
"09/08/2020","4.915","4.9465","4.9529","4.9061","-0.60%"
"09/07/2020","4.9448","4.9528","4.9739","4.9417","-0.11%"
"09/04/2020","4.9505","4.9587","4.982","4.9491","-0.23%"
"09/03/2020","4.9621","4.9568","4.9684","4.9402","-0.01%"
"09/02/2020","4.9625","4.9677","4.9787","4.9572","-0.01%"
"09/01/2020","4.9632","4.9301","4.9823","4.9221","0.80%"
"08/31/2020","4.924","4.886","4.9258","4.8846","0.76%"
"08/28/2020","4.8866","4.883","4.8965","4.8709","0.03%"
"08/27/2020","4.8853","4.8727","4.8865","4.8687","0.28%"
"08/26/2020","4.8716","4.8428","4.8818","4.83","0.71%"
"08/25/2020","4.8371","4.8571","4.8686","4.8345","-0.46%"
"08/24/2020","4.8597","4.8973","4.9022","4.8591","-0.77%"
"08/21/2020","4.8972","4.9033","4.9087","4.8853","-0.20%"
"08/20/2020","4.9069","4.8804","4.9147","4.8785","0.41%"
"08/19/2020","4.887","4.8624","4.902","4.842","0.47%"
"08/18/2020","4.8642","4.8751","4.8778","4.861","-0.37%"
"08/17/2020","4.8821","4.9071","4.9139","4.877","-0.35%"
"08/14/2020","4.8993","4.8974","4.9019","4.8852","-0.11%"
"08/13/2020","4.905","4.8602","4.9111","4.8526","0.95%"
"08/12/2020","4.8587","4.8592","4.8595","4.8521","-0.09%"
"08/11/2020","4.8631","4.8801","4.8822","4.8457","-0.29%"
"08/10/2020","4.8773","4.9052","4.9096","4.8694","-0.51%"
"08/07/2020","4.9023","4.9202","4.959","4.888","-0.28%"
"08/06/2020","4.9159","4.866","4.9279","4.8633","1.07%"
"08/05/2020","4.8641","4.8618","4.8766","4.8605","0.07%"
"08/04/2020","4.8608","4.8185","4.8746","4.8132","0.86%"
"08/03/2020","4.8195","4.7806","4.8204","4.7519","0.68%"
"07/31/2020","4.787","4.8086","4.8115","4.7634","-0.34%"
"07/30/2020","4.8035","4.7895","4.8173","4.7752","0.10%"
"07/29/2020","4.7987","4.7973","4.7988","4.7945","-0.04%"
"07/28/2020","4.8004","4.7928","4.8042","4.7822","0.29%"
"07/27/2020","4.7863","4.7641","4.7987","4.7602","0.43%"
"07/24/2020","4.7658","4.777","4.7815","4.76","-0.16%"
"07/23/2020","4.7732","4.8183","4.8368","4.7587","-0.78%"
"07/22/2020","4.811","4.81","4.8122","4.7974","-0.14%"
"07/21/2020","4.8176","4.8312","4.8331","4.812","-0.31%"
"07/20/2020","4.8327","4.8296","4.8394","4.8187","0.05%"
"07/17/2020","4.8301","4.8396","4.8459","4.8274","-0.24%"
"07/16/2020","4.8417","4.8726","4.89","4.8385","-0.53%"
"07/15/2020","4.8673","4.8926","4.9032","4.8546","-0.41%"
"07/14/2020","4.8874","4.8973","4.9063","4.8862","-0.04%"
"07/13/2020","4.8894","4.89","4.9025","4.8812","0.01%"
"07/10/2020","4.8889","4.9096","4.9117","4.8727","-0.33%"
"07/09/2020","4.9053","4.8845","4.9061","4.8799","0.38%"
"07/08/2020","4.8868","4.8943","4.9068","4.8732","-0.08%"
"07/07/2020","4.8908","4.8718","4.9123","4.8575","0.30%"
"07/06/2020","4.8761","4.8996","4.9146","4.8738","-0.65%"
"07/03/2020","4.9078","4.8919","4.9086","4.8806","0.53%"
"07/02/2020","4.8818","4.8875","4.8878","4.8738","0.01%"
"07/01/2020","4.8813","4.8781","4.8921","4.8635","0.17%"
"06/30/2020","4.873","4.8798","4.8814","4.855","-0.15%"
"06/29/2020","4.8805","4.8517","4.8991","4.8338","0.56%"
"06/26/2020","4.8534","4.8565","4.8667","4.8509","-0.10%"
"06/25/2020","4.8584","4.8767","4.8769","4.8541","-0.47%"
"06/24/2020","4.8812","4.907","4.9094","4.8709","-0.68%"
"06/23/2020","4.9148","4.8894","4.9274","4.8849","0.42%"
"06/22/2020","4.8942","4.9087","4.9109","4.8925","-0.24%"
"06/19/2020","4.9058","4.9112","4.9165","4.9022","-0.19%"
"06/18/2020","4.915","4.8974","4.9235","4.8954","0.19%"
"06/17/2020","4.9057","4.8932","4.9126","4.8779","0.13%"
"06/16/2020","4.8994","4.8439","4.9056","4.839","1.07%"
"06/15/2020","4.8473","4.8633","4.8674","4.8409","-0.33%"
"06/12/2020","4.8635","4.8684","4.8734","4.8624","-0.10%"
"06/11/2020","4.8685","4.8777","4.8853","4.8652","-0.07%"
"06/10/2020","4.8718","4.8857","4.905","4.8628","-0.41%"
