,AT,BE,FI,FR,DE,GR,IE,IT,NL,ES,PT
2008-05,-0.03858536437976401,-0.004585364379764201,-0.048585364379764684,-0.1118853643797646,-0.3166806023797646,0.22141463562023578,0.061414635620235636,0.18423463562023557,-0.15658536437976434,-0.09643536437976419,0.19919241338690252
2008-06,0.06823751268537137,0.10423751268537185,0.0482375126853718,0.01003751268537112,-0.21128629731462834,0.4382375126853715,0.1782375126853717,0.37388751268537135,0.0022375126853715344,0.059856560304421436,0.010459734918704555
2008-07,0.253390708923674,0.32539070892367405,0.24339070892367332,0.16619070892367382,-0.03617450807632583,0.6233907089236741,0.39339070892367367,0.5680207089236742,0.16039070892367402,0.2712543452873142,0.24005737562367369
2008-08,0.1355329182312941,0.23353291823129396,0.12553291823129342,0.05403291823129397,-0.14208612976870594,0.5255329182312938,0.24553291823129353,0.4694029182312933,0.05353291823129336,0.21465056529011406,0.2688662515979603
2008-09,0.12183234091312567,0.21983234091312553,0.09183234091312542,0.017832340913125577,-0.24407675008687413,0.5418323409131256,0.22183234091312531,0.46593234091312574,0.014832340913125464,0.2301656742464555,0.121832340946459
2008-10,0.0751874343283907,0.20418743432839026,0.0751874343283907,-0.06581256567160931,-0.3713343046716093,0.6751874343283903,0.29518743432839045,0.5251874343283909,-0.02681256567160961,0.21118743432839082,0.05185410102839061
2008-11,0.4160682152962152,0.4870682152962149,0.31606821529621465,0.20646821529621473,-0.217431784703785,1.3160682152962146,0.7860682152962144,0.9685882152962146,0.18906821529621487,0.3728682152962146,0.5994015486628812
2008-12,0.21181384055893693,0.17781384055893712,0.03181384055893721,-0.14318615944106305,-0.640291422441063,1.391813840558937,0.8818138405589373,0.780633840558937,-0.041186159441063186,0.16999031114717722,0.7518138405922707
2009-01,-0.022974607517411982,0.11002539248258802,-0.15297460751741188,-0.414174607517412,-0.9520222265174119,1.5770253924825877,1.1770253924825882,0.5983153924825881,-0.2599746075174121,0.12286749774574801,0.4836920591825882
2009-02,0.3571694585367391,0.38516945853673956,0.07716945853673929,-0.19373054146326085,-0.7253305414632609,1.8471694585367393,1.7971694585367395,0.6829794585367388,-0.05583054146326072,0.3807194585367393,0.631613903003406
2009-03,0.3867110617628571,0.2617110617628571,0.03671106176285699,-0.12248893823714324,-0.7537434832371432,2.096711061762857,1.9867110617628567,0.6850610617628572,-0.11528893823714315,0.2854729665247673,0.6889332839961906
2009-04,0.25332262710811104,0.14232262710811083,-0.006677372891889188,-0.12317737289188901,-0.653677372891889,1.713322627108111,1.5533226271081109,0.5692926271081111,-0.015677372891889085,0.21907262710811093,0.6533226271081114
2009-05,-0.07940664059023028,-0.15040664059023,-0.2694066405902298,-0.37810664059023,-0.8084066405902299,1.0405933594097698,1.0905933594097696,0.23568335940977025,-0.3264066405902297,-0.12515664059023024,0.1283711371764369
2009-06,0.3325362572342545,0.1345362572342541,-0.0074637427657457955,-0.08946374276574565,-0.5138273787657459,1.3425362572342543,1.7425362572342546,0.6187762572342539,-0.03146374276574582,0.24758171177971455,0.18809181276758746
2009-07,0.2989158329125341,0.1739158329125341,0.02891583291253408,-0.01398416708746586,-0.4032580800874661,1.1489158329125337,1.7089158329125342,0.6318258329125341,0.02291583291253385,0.2708723546516638,0.3022491662125337
2009-08,0.08018287830677195,0.0931828783067723,-0.04981712169322794,-0.09121712169322782,-0.37457902669322785,0.8401828783067717,1.240182878306772,0.4357428783067725,-0.07081712169322785,0.09856383068772256,0.3001828782734388
2009-09,0.11489343505467842,0.08689343505467839,-0.015106564945321477,-0.049406564945321474,-0.3719247469453215,0.924893435054678,1.2748934350546786,0.45298343505467864,-0.05510656494532151,0.16812070778194865,0.2815601016880116
2009-10,-0.028017975479511126,-1.79754795111009e-05,-0.1080179754795112,-0.12221797547951097,-0.4689270664795111,0.8919820245204892,1.0919820245204885,0.42342202452048916,-0.14501797547951112,0.09307293361140001,0.17531535782048913
2009-11,0.030115321121551908,0.07311532112155161,-0.039884678878448376,-0.01308467887844822,-0.3527418218784484,1.2701153211215517,1.250115321121552,0.4866353211215517,-0.04988467887844816,0.21963913064536156,0.4478930988882186
2009-12,-0.14952938483362743,-0.1515293848336272,-0.29952938483362734,-0.28512938483362715,-0.6210293848336272,1.730470615166373,1.1204706151663726,0.24775061516637242,-0.32152938483362714,0.044670615166372496,0.4226928373997061
2010-01,0.0869570074656072,0.0819570074656073,-0.1730429925343926,-0.1448429925343926,-0.40554299253439297,2.3569570074656068,1.1669570074656073,0.4148370074656076,-0.19604299253439272,0.325607007465607,0.6836236741656072
2010-02,0.17204851139717725,0.24304851139717698,-0.107951488602823,0.006148511397177092,-0.31795148860282296,2.972048511397177,1.2420485113971775,0.5591685113971767,-0.13195148860282302,0.4901485113971771,1.115381844763844
2010-03,0.06730340228912501,0.1633034022891251,-0.202696597710875,-0.024596597710874857,-0.3605226847108747,2.7773034022891254,1.0673034022891255,0.48257340228912504,-0.09469659771087491,0.367781663158695,1.397303402322458
2010-04,0.0634683409720016,0.14546834097200145,-0.036531659027998487,0.002668340972001637,-0.3320316590279986,4.433468340972002,1.3634683409720014,0.5990483409720015,-0.07553165902799819,0.5048893936035816,1.7201350076720012
2010-05,0.21469489741220737,0.31069489741220746,0.034694897412207215,0.08129489741220741,-0.2610193885877927,4.974694897412207,1.8646948974122077,0.9896148974122072,0.022694897412207204,1.0888377545550671,2.291361564112207
2010-06,0.17474285586619365,0.44674285586619344,-0.1052571441338066,0.0461428558661936,-0.48207532613380666,6.074742855866193,2.284742855866193,1.0769428558661933,-0.1262571441338065,1.5302428558661938,2.431409522566194
2010-07,0.06150943477704951,0.2845094347770498,-0.15849056522295024,-0.027590565222950225,-0.39258147422295053,7.3315094347770495,2.31150943477705,1.0173394347770497,-0.15549056522295013,1.4246003438679598,2.61817610147705
2010-08,0.29220139716622784,0.5512013971662277,0.14220139716622793,0.20320139716622787,-0.1277986028337721,8.222201397166227,2.8222013971662276,1.324281397166228,0.08020139716622765,1.5593832153480482,3.438868063866228
2010-09,0.1277511220180516,0.4477511220180519,-0.09224887798194814,-0.007048877981948198,-0.3717943329819482,8.667751122018052,3.4677511220180515,1.1900211220180519,-0.1482488779819482,1.4223874856544114,3.534417788718052
2010-10,-0.03775398903949423,0.351246010960506,-0.22775398903949418,-0.13705398903949417,-0.5120397030394939,6.712246010960506,3.562246010960506,0.9424560109605058,-0.2807539890394941,1.1787698204843156,3.6389126776605063
2010-11,-0.09787426534471777,0.37112573465528254,-0.2878742653447177,-0.1113742653447174,-0.5751469923447177,8.412125734655282,5.112125734655283,1.0762057346552822,-0.3228742653447174,1.578030496560042,3.6776812902219493
2010-12,0.06829694069479375,0.6272969406947935,-0.17170305930520646,-0.01510305930520639,-0.4469411543052062,8.648296940694793,5.088296940694793,1.2412969406947933,-0.2067030593052066,2.012677893075745,3.712741385128127
2011-01,0.04698651568629142,0.6429865156862915,-0.2230134843137086,-0.04941348431370862,-0.47634681731370865,8.236986515686292,5.256986515686291,1.2360665156862911,-0.2650134843137084,1.8863198490196211,3.8703198489862913
2011-02,0.19008997849037845,0.7240899784903787,-0.07991002150962156,0.11298997849037828,-0.29091002150962186,7.910089978490379,5.610089978490378,1.2456999784903786,-0.08191002150962179,1.7678899784903779,4.7178677562570455
2011-03,0.022239026325208133,0.555239026325208,-0.20776097367479185,-0.050460973674792076,-0.4460218436747918,8.782239026325207,6.012239026325208,1.2176290263252083,-0.23476097367479198,1.5916738089339075,5.394461248558541
2011-04,0.20584965203180072,0.7328496520318009,0.015849652031800776,0.13744965203180115,-0.213624031968199,10.3058496520318,6.2358496520318,1.286619652031801,0.09284965203180073,1.7745864941370613,6.342516318731801
2011-05,0.16462336078350903,0.8456233607835095,-0.04537663921649093,0.12272336078350943,-0.3044675482164907,12.574623360783509,7.27462336078351,1.390773360783509,0.03762336078350925,1.956805178965329,7.056845583016843
2011-06,0.022641564812865944,0.7296415648128654,-0.11735843518713418,0.022541564812865733,-0.5164493441871341,13.282641564812867,8.022641564812865,1.408231564812866,-0.1243584351871343,2.0725052011765057,7.540419342579531
2011-07,0.29261380306315354,1.167613803063153,0.1026138030631536,0.3353138030631535,-0.31357667293684655,13.092613803063152,9.392613803063153,2.4058938030631536,0.11461380306315361,2.7674709459202935,8.415947136363153
2011-08,0.07655614403181943,1.34155614403182,-0.08344385596818027,0.2180561440318196,-0.5499655949681803,13.13655614403182,6.80655614403182,2.507096144031819,-0.08644385596818038,2.4889039701187796,8.962111699565153
2011-09,0.15662376471153605,1.3936237647115357,-0.13337623528846398,0.15742376471153596,-0.654285326288464,15.296623764711537,6.026623764711536,3.262323764711536,-0.14737623528846422,2.716851037438806,9.494401542478203
2011-10,0.13145083823650294,1.4124508382365026,-0.2785491617634972,0.20615083823650293,-0.7861682097634968,15.251450838236503,5.311450838236503,3.1833508382365028,-0.324549161763497,2.4627841715698326,9.441450838236504
2011-11,0.28805297255895423,1.7660529725589544,-0.5319470274410456,0.33735297255895436,-1.1978561184410457,14.848052972558957,5.438052972558954,3.985142972558954,-0.6259470274410455,3.120143881649865,9.489164083658956
2011-12,0.4548716340297232,1.7068716340297234,-0.12512836597027688,0.5141716340297231,-0.717509317970277,18.494871634029725,6.054871634029722,4.166801634029723,-0.269128365970277,2.8593954435535327,10.247093856229721
2012-01,0.604248372492175,1.4422483724921746,-0.3857516275078252,0.5132483724921748,-0.8448425365078249,23.244248372492176,5.044248372492175,3.870848372492175,-0.46875162750782495,2.7335340867778863,10.557581705792174
2012-02,0.409012433774242,1.1120124337742419,-0.25098756622575813,0.42461243377424207,-0.739082804225758,26.64901243377424,4.429012433774242,2.9554724337742417,-0.3549875662257578,2.520107671869482,10.020123544874242
2012-03,0.2708409522792792,0.9308409522792789,-0.2991590477207211,0.351340952279279,-0.7687045027207209,16.460840952279277,4.300840952279279,2.4496009522792788,-0.3501590477207208,2.570568225006549,9.39972984117928
2012-04,0.3589048992495254,1.0529048992495254,-0.32109510075047476,0.5237048992495255,-0.8468845747504747,19.008904899249526,4.408904899249525,3.2047348992495257,-0.18009510075047475,3.3189048992495254,8.915571565949525
2012-05,0.6029299512501431,1.4169299512501428,-0.067070048749857,0.8674299512501431,-0.550251866749857,25.012929951250143,5.232929951250143,3.896269951250143,0.07392995125014301,4.238475405795593,8.926263284616809
2012-06,-0.025738111666740338,0.8532618883332597,-0.5557381116667404,0.2592618883332598,-1.0152619216667405,25.50426188833326,4.7742618883332595,3.58792188833326,-0.38973811166674044,4.27364284071421,7.924261888366593
2012-07,0.1985368384573234,0.8235368384573234,-0.3214631615426764,0.4071368384573235,-0.6291904345426764,23.948536838457322,4.248536838457324,4.124156838457323,-0.12446316154267634,4.9235368384573235,7.795203505157323
2012-08,0.05555860154576964,0.6255586015457697,-0.3744413984542303,0.20495860154576984,-0.5727022684542304,22.42555860154577,3.9955586015457696,3.9072086015457694,-0.15744139845423044,4.666844315831479,7.167780823779103
2012-09,0.09985189063481847,0.6658518906348183,-0.1201481093651815,0.2982518906348184,-0.4496481093651816,18.969851890634818,3.3398518906348187,3.314151890634818,-0.09614810936518148,3.980351890634818,6.557629668401485
2012-10,0.07049956214638686,0.4864995621463868,-0.16950043785361313,0.23709956214638672,-0.4825439158536131,16.01049956214639,2.820499562146386,3.0033695621463865,-0.18250043785361325,3.6970904712372974,5.963832895446386
2012-11,0.05489531450197238,0.4928953145019721,-0.12510468549802778,0.3442953145019725,-0.4591955944980277,15.404895314501971,2.7948953145019724,3.0563353145019727,-0.1451046854980278,3.894986223592884,5.562673092268639
2012-12,0.047466922458629046,0.3814669224586291,-0.1325330775413709,0.2743669224586289,-0.42312131254137086,11.607466922458629,2.947466922458629,2.8190469224586288,-0.16053307754137092,3.6174113669030694,5.0796891446919625
2013-01,-0.10065487082900226,0.29134512917099764,-0.2806548708290022,0.1457451291709977,-0.5083821438290022,9.079345129170997,2.1593451291709975,2.187035129170998,-0.2826548708290022,3.0296178564437275,4.226011795870998
2013-02,0.07950813401968393,0.5845081340196838,-0.07049186598031598,0.3643081340196841,-0.33699186598031594,9.069508134019683,1.8995081340196838,2.6124081340196836,-0.05349186598031608,3.337808134019684,4.273952578486351
2013-03,-0.009226275777391102,0.4957737242226088,-0.149226275777391,0.3103737242226088,-0.40472627577739106,9.620773724222609,2.070773724222609,2.881133724222609,-0.09022627577739106,3.1621237242226092,4.302995946455942
2013-04,0.08968206654272692,0.49368206654272706,-0.04031793345727297,0.25188206654272705,-0.35412745745727303,10.029682066542726,2.229682066542727,2.7273520665427267,0.11268206654272706,3.0407773046379667,4.419682066542727
2013-05,-0.09275620191669276,0.21524379808330707,-0.24275620191669267,0.0337437980833073,-0.5486652929166929,7.2272437980833075,1.6372437980833072,2.121223798083307,-0.1517562019166927,2.403561979901487,4.418354909183307
2013-06,-0.09725497987375142,0.3037450201262484,-0.25725497987375157,0.07464502012624852,-0.6067549798737515,7.932745020126249,1.8827450201262481,2.2416150201262486,-0.13725497987375146,2.5334450201262486,4.414967242326249
2013-07,0.10504994352383568,0.5880499435238358,-0.04495005647616446,0.2942499435238357,-0.38929788247616437,8.575049943523835,1.9250499435238355,2.4633599435238356,0.07704994352383565,2.705223856567316,4.888383276823836
2013-08,0.046424114777262826,0.47642411477726254,-0.10357588522273753,0.18842411477726273,-0.43857588522273727,7.836424114777262,1.7464241147772626,2.2455341147772625,0.022424114777262805,2.333605932959083,4.4275352258772624
2013-09,0.2850613858481297,0.6970613858481296,0.13506138584812977,0.4280613858481299,-0.16684337615187017,8.09506138584813,1.89506138584813,2.48611138584813,0.2670613858481299,2.36196614775289,4.30395027474813
2013-10,0.23817125868173994,0.6171712586817399,0.08817125868174003,0.4396712586817402,-0.18965482831825997,6.78817125868174,1.69817125868174,2.29582125868174,0.22517125868174004,2.2645190847686996,4.16483792538174
2013-11,0.09341597531999657,0.4294159753199964,-0.046584024680003555,0.27901597531999656,-0.3094411676800035,6.423415975319997,1.5434159753199963,2.1084759753199966,0.06941597531999655,2.1197659753199964,3.710082642019996
2013-12,-0.07087957425050995,0.19412042574949018,-0.21087957425051007,0.08852042574949026,-0.44310179625050994,6.41912042574949,1.23912042574949,1.8731004257494899,-0.08487957425050974,1.8976704257494905,3.03578709244949
2014-01,0.23539644052230546,0.5553964405223057,0.09539644052230556,0.49049644052230557,-0.1386944684776945,6.285396440522305,1.4953964405223057,1.9712664405223057,0.20339644052230543,1.8903964405223057,2.9620631072223054
2014-02,0.06985823822904802,0.5178582382290482,0.03985823822904799,0.37225823822904824,-0.32164176177095194,5.819858238229048,1.3598582382290483,1.7710482382290482,0.010858238229048078,1.6811082382290479,2.5776360160290475
2014-03,0.04788098905205018,0.44188098905204987,0.07788098905204999,0.32808098905204996,-0.31354758194794985,5.07788098905205,1.22788098905205,1.5773109890520502,-0.012119010947949871,1.48988098905205,2.2367698779520504
2014-04,0.049234925049852496,0.4392349250498526,0.11923492504985256,0.3051349250498525,-0.2642650749501476,4.479234925049853,1.1792349250498524,1.5074649250498524,0.12523492504985256,1.3833849250498527,1.9392349250498526
2014-05,0.06208170426608284,0.43708170426608284,0.13208170426608268,0.2841817042660828,-0.23077543873391737,4.822081704266083,1.1520817042660827,1.5653717042660826,0.1510817042660828,1.3755102756946522,2.030970593166083
2014-06,0.21153749844257552,0.38853749844257557,0.13153749844257567,0.27393749844257553,-0.1741767875574245,4.491537498442575,1.0015374984425756,1.4812174984425757,0.1595374984425757,1.2740136889187657,2.0793152762425757
2014-07,0.13168494018404542,0.27568494018404555,0.021684940184045542,0.2224849401840454,-0.22396723381595462,4.761684940184045,0.9416849401840452,1.4552949401840456,0.06868494018404547,1.3326849401840453,2.1083516068840455
2014-08,0.24848191168900113,0.372481911689001,0.14848191168900104,0.3729819116890012,-0.07532761231099894,5.058481911689001,0.9884819116890011,1.601181911689001,0.16848191168900106,1.387881911689001,2.2829263561556674
2014-09,0.16114960332011674,0.2401496033201167,0.07114960332011666,0.2923496033201167,-0.1374867606798832,4.8311496033201164,0.6911496033201168,1.3412796033201166,0.09514960332011668,1.1371950578655667,2.12337182555345
2014-10,0.13616359146700285,0.2151635914670028,0.046163591467002774,0.2947635914670027,-0.17292731753299728,6.296163591467002,0.7761635914670028,1.4600635914670028,0.0681635914670028,1.1474679392930929,2.0861635914670025
2014-11,0.17847604509647264,0.2644760450964727,0.09847604509647268,0.33647604509647255,-0.08252395490352737,7.298476045096472,0.7784760450964727,1.4888360450964728,0.1324760450964727,1.2690260450964725,1.9595871561964726
2014-12,0.1613683363531666,0.2563683363531666,0.24136833635316657,0.2731683363531665,-0.05968429564683342,7.7713683363531665,0.6613683363531666,1.3411683363531666,0.12836833635316658,1.1367367574057965,1.8235905585531662
2015-01,0.14638008311846584,0.3393800831184658,0.2263800831184658,0.28128008311846586,-0.00361991688153418,9.086380083118467,0.8263800831184658,1.3085200831184658,0.12638008311846582,1.1484753212137058,1.7897134164184656
2015-02,0.0708673362343476,0.2638673362343476,0.11086733623434758,0.2256673362343476,-0.06713266376565241,9.350867336234348,0.7508673362343476,1.1876973362343475,0.04686733623434758,1.1439673362343474,1.8875340028676806
2015-03,0.1060704735659288,0.2310704735659288,0.12607047356592882,0.23997047356592882,-0.036656799434071186,10.256070473565929,0.5360704735659289,1.0303004735659287,0.06207047356592882,0.9618886553841087,2.0660704735325957
2015-04,-0.12684625094872853,-0.001846250948728534,-0.1468462509487285,0.01785374905127146,-0.2948462509487285,11.583153749051272,0.31315374905127147,0.9405537490512714,-0.10284625094872851,0.8959037490512716,1.9864870823512715
2015-05,0.11646121051433933,0.24999121051433937,0.10099121051433935,0.2769912105143394,-0.05321931548566061,10.34099121051434,0.6409912105143394,1.2031012105143395,0.14499121051433939,1.1616227894617095,1.8654356549476727
2015-06,0.11097889468085342,0.2531588946808534,0.057158894680853445,0.2429588946808534,-0.16011383231914655,10.477158894680853,0.6971588946808533,1.2463488946808536,0.10115889468085348,1.2811134401354036,1.5927144502475201
2015-07,0.3554905467842282,0.4213605467842281,0.22136054678422812,0.38836054678422816,-0.018639453215771873,9.958550829001493,0.7413605467842281,1.313500546784228,0.25736054678422815,1.3720561989581381,1.8880272134842282
2015-08,0.13975276332213227,0.17994276332213222,-5.7236677867833485e-05,0.1780427633221322,-0.21148580767786773,9.439942763322133,0.46994276332213225,1.0185027633221322,0.032942763322132196,1.1297046680840321,1.754387207788799
2015-09,0.26729147784488205,0.305651477844882,0.24665147784488206,0.3017514778448822,-0.049257613155117896,7.836651477844882,0.6066514778448822,1.216791477844882,0.1626514778448821,1.3274242051176115,1.8288737000782156
2015-10,0.19974238927847876,0.22501238927847877,0.18001238927847885,0.2318123892784788,-0.11180579272152125,7.180012389278478,0.5100123892784787,1.0660723892784787,0.09501238927847877,1.0981942074602988,1.860012389278479
2015-11,0.23898886541353392,0.2596088654135339,0.22960886541353398,0.30460886541353394,-0.06420065858646606,6.829608865413534,0.519608865413534,0.9897888654135338,0.1356088654135339,1.147275532080204,2.055164420980201
2015-12,0.09427019620291399,0.124030196202914,0.09103019620291397,0.16383019620291395,-0.22346980379708603,7.441030196202915,0.3410301962029141,0.809670196202914,-0.014969803797086012,0.916649243821964,2.0121413073362473
2016-01,0.32782036261743347,0.4186103626174335,0.34061036261743355,0.4059103626174336,-0.008889637382566484,8.640610362617434,0.6106103626174335,1.0949103626174335,0.20661036261743354,1.2885603626174336,2.4872770293174336
2016-02,0.30718237295499196,0.49717237295499195,0.311172372954992,0.373572372954992,-0.045970484045008,10.191172372954993,0.771172372954992,1.339672372954992,0.152172372954992,1.5046961824788019,2.785616817421659
2016-03,0.19464805731477808,0.3544080573147781,0.2674080573147781,0.24630805731477812,-0.0911633716852219,8.857408057314778,0.5874080573147781,1.112568057314778,0.057408057314778105,1.288169962076678,2.8196302795481114
2016-04,0.036415339816566306,0.20680533981656635,0.11680533981656632,0.1668053398165663,-0.2089089461834337,8.686805339816566,0.5168053398165663,1.0985753398165663,0.05180533981656632,1.1703291493403762,2.8168053398165664
2016-05,0.1442021011730893,0.32859210117308935,0.2275921011730893,0.2888921011730893,-0.08955075582691069,7.4175921011730885,0.6175921011730893,1.3039121011730892,0.1615921011730893,1.3440921011730893,2.909814323406423
2016-06,0.4320856146642337,0.5314256146642337,0.4344256146642337,0.4945256146642337,0.0876074326642337,8.024425614664233,0.8644256146642337,1.5578856146642337,0.3544256146642337,1.5843801601187837,3.2088700591309003
2016-07,0.3101266897263534,0.3497966897263534,0.2717966897263534,0.3247966897263534,-0.002489024273646584,8.141796689726354,0.6217966897263534,1.3790166897263534,0.2137966897263534,1.3208919278215934,3.2284633564263534
2016-08,0.2245240424906636,0.2646940424906636,0.17769404249066362,0.2690940424906636,-0.014045087509336404,8.307694042490663,0.5176940424906636,1.2940440424906636,0.14469404249066362,1.1319983903167536,3.3443607091906635
