date,vstoxx
2018-04,15.236925
2018-05,14.566295454545456
2018-06,14.936880952380953
2018-07,13.757354545454545
2018-08,14.271491304347826
2018-09,14.717859999999998
2018-10,18.838452173913044
2018-11,18.25607727272727
2018-12,20.732864705882353
2019-01,17.426186363636365
2019-02,14.44111
2019-03,14.584661904761905
2019-04,13.055090000000002
2019-05,16.765218181818184
2019-06,14.561185
2019-07,12.798813043478262
2019-08,19.159381818181817
2019-09,15.611471428571427
2019-10,15.840491304347825
2019-11,12.65459523809524
2019-12,13.725127777777779
2020-01,13.446472727272727
2020-02,17.85998
2020-03,57.766818181818174
2020-04,42.126279999999994
2020-05,31.5157
2020-06,33.01898181818182
2020-07,26.75466956521739
2020-08,23.846071428571427
2020-09,26.291659090909093
2020-10,27.86917727272727
2020-11,23.96737142857143
2020-12,22.10006
2021-01,22.81084
2021-02,22.125625
2021-03,19.33455652173913
2021-04,17.66355
2021-05,20.478290476190477
2021-06,17.5279
2021-07,19.301245454545455
2021-08,18.32296363636364
2021-09,21.235668181818184
2021-10,18.96754761904762
2021-11,19.41548636363636
2021-12,23.630309523809522
2022-01,22.984404761904763
2022-02,28.23275
2022-03,36.278491304347824
2022-04,29.47324210526316
2022-05,29.460127272727274
2022-06,27.474686363636362
2022-07,27.38445238095238
2022-08,24.053195652173915
2022-09,27.827813636363636
2022-10,28.83431904761905
2022-11,21.67952727272727
2022-12,20.63184761904762
2023-01,18.76769090909091
2023-02,19.17238
2023-03,22.38154347826087
2023-04,18.014333333333333
2023-05,18.245722727272724
2023-06,14.890245454545454
2023-07,15.732204761904763
2023-08,18.54876956521739
2023-09,16.87085238095238
2023-10,20.232068181818182
2023-11,15.164745454545454
2023-12,13.408226315789474
2024-01,14.087063636363636
2024-02,14.03547142857143
2024-03,13.374545000000001
2024-04,16.457404761904762
2024-05,13.462977272727272
2024-06,16.758785
2024-07,15.08205652173913
2024-08,18.194195454545454
2024-09,17.59855238095238
2024-10,19.341491304347826
2024-11,18.21046666666667
2024-12,15.552216666666668
2025-01,16.316940909090906
2025-02,16.853469999999998
2025-03,20.564557142857144
2025-04,28.865609999999997
2025-05,18.845057142857144
2025-06,19.60957619047619
2025-07,17.6199347826087
2025-08,17.35741904761905
2025-09,16.818395454545456
2025-10,17.75910434782609
2025-11,19.73458
2025-12,15.63248947368421
2026-01,17.231199999999998
2026-02,19.10207
2026-03,29.836336363636363
2026-04,23.682515000000002
2026-05,21.715695
2026-06,20.1216
