date,alpha,beta_gdp_growth_stdev,beta_inflation_stdev,beta_debt_gdp_stdev,beta_current_account_stdev,beta_policy_uncertainty_stdev,beta_bank_nexus_stdev,beta_bid_ask_stdev,gamma,lambda_gdp_growth_stdev,lambda_inflation_stdev,lambda_debt_gdp_stdev,lambda_current_account_stdev,lambda_policy_uncertainty_stdev,lambda_bank_nexus_stdev,lambda_bid_ask_stdev,delta,P_t_bn,MS_actual,MS_fitted,MS_tilde,MS_tilde_nopurch,MS_tilde_se,purchase_effect,fundamental_component,purchase_component,sentiment_component,non_fundamental_component
2013-03-01,-13.840368375255187,-1.129783672757417,-0.6426918200757266,0.36163978990946977,0.17064734917113564,0.009348600470639047,195.9533595962118,181.9211119944867,0.05851856287008432,-0.15381992996302155,-0.09297760424444745,-0.0060574682373595815,-0.14198555062604612,-8.967353420771627e-4,-18.139493659816313,-3.097465840582045,-0.0073809495681997975,0,2.9905529720030097,3.9041773927289345,3.0354667804142874,3.0354667804142874,0.6115263669023439,-0,3.0354667804142874,-0,0.8687106123146471,-0.04491380841127768
2013-04-01,-14.546698463693327,-0.6625433367436492,-0.4443737924248073,0.3678643199830735,0.27033194902252133,0.0014905845731536319,176.30876555827828,200.43978268333723,0.06205543604450775,-0.19031004918238842,-0.11469543437201568,-0.006104378370940992,-0.1515776776347579,-5.402984158912463e-4,-17.31317395539093,-5.115324552053394,-0.007291296118253093,0,3.068316245005904,3.8241894059669157,2.7783628897670187,2.7783628897670187,0.7071649234812292,-0,2.7783628897670187,-0,1.045826516199897,0.2899533552388851
2013-05-01,-14.912343303661345,-0.23310413085129503,-0.3842344436948273,0.3703449259054322,0.33021059727604263,-3.210795051148659e-4,147.6499346572717,210.47677207111397,0.06903327478646826,-0.22909965881507827,-0.10880766523278679,-0.005533596908682706,-0.16091120505347994,-5.547130480988636e-4,-16.627506494336547,-7.0469374859530864,-0.007293609845781013,0,2.4251712302017956,3.1208016527854756,2.596564325464886,2.596564325464886,0.630879248287559,-0,2.596564325464886,-0,0.5242373273205896,-0.17139309526309043
2013-06-01,-14.188891825912636,0.2746949079050591,-0.5278921098678193,0.36816950353149597,0.38265091380245325,-0.0024132592077107918,97.92663098487263,216.94608025033128,0.06293488151804225,-0.22515827894497523,-0.057993329208686606,-0.005162340186505264,-0.14418999184721978,-4.1742072093109986e-4,-13.140250253410967,-7.598581010965544,-0.005359891556262922,0,2.599477002897557,3.7569324116613165,2.4152297420053817,2.4152297420053817,0.7160835557745627,-0,2.4152297420053817,-0,1.3417026696559349,0.18424726089217547
2013-07-01,-14.30854605536869,0.23597210180454614,-0.4274645335134917,0.37813711174891906,0.46852834653529146,-5.426640545544168e-4,71.70215757949065,212.92588433901574,0.06355806423811278,-0.21327218790811608,-0.05045144803490475,-0.005322023003670705,-0.14273495244875722,-5.320325724541026e-4,-12.342225361576336,-7.524623502163053,-0.005238144225910348,0,2.726058850338198,2.974365341743723,2.258793192391103,2.258793192391103,0.6802472024078811,-0,2.258793192391103,-0,0.7155721493526199,0.4672656579470953
2013-08-01,-14.098186934334914,0.04607680024886252,-0.2131723720155574,0.4056426353105125,0.6113329077072207,-0.0013384986117722518,19.773991826837406,199.30648096474462,0.058329890710734036,-0.16291688032191032,-0.015123830467728123,-0.00638411076465571,-0.1299374689014335,-4.398490841824119e-4,-9.904255863650308,-6.367751641583124,-0.005657930520790903,0,2.509038410743101,2.6837715531699153,2.1976128662383143,2.1976128662383143,0.6569012607508109,-0,2.1976128662383143,-0,0.486158686931601,0.3114255445047869
2013-09-01,-14.674582209875911,-0.7215648895467269,0.5281488959091609,0.46350090292647583,0.9619124723681135,0.0033240689668854193,-62.43845710205748,176.946731310056,0.04732023189812731,-0.09125160714318147,-0.073779219728975,-0.008960697129685292,-0.1373842657383921,-5.061519954128072e-4,-9.598192784894412,-4.74961208434683,-0.005345017785619495,0,2.4695871643423892,2.4997620772982985,2.098686103874215,2.098686103874215,0.6287841443006714,-0,2.098686103874215,-0,0.40107597342408363,0.3709010604681744
2013-10-01,-15.300011727111482,-0.525573485046116,0.6806107699500147,0.4655207331145814,0.9641285148112011,8.038630805035155e-4,-62.9322007777186,177.0909241431,0.061641473986473475,-0.13752829658632482,-0.11299093943930505,-0.00906745736300354,-0.15206541977192312,-6.058478848081403e-4,-8.891562941677924,-4.609013835171219,-0.006365261177988898,0,2.141960672030611,2.729937528611548,2.187635269197415,2.187635269197415,0.6684238421712946,-0,2.187635269197415,-0,0.5423022594141331,-0.045674597166804
2013-11-01,-15.953685603791666,-0.6981936228398588,0.9598406100028135,0.48157843167804176,1.074325661479713,0.0010232384054379825,-76.28505375512181,171.80377936485516,0.06385721726886233,-0.14686731113740362,-0.19727647773632745,-0.011884045642543476,-0.1693677282253519,-2.2735149435115814e-4,-7.22791966311447,-3.188116239005502,-0.0057048973212234086,0,2.054462284594716,2.241377039333255,2.2740297984588516,2.2740297984588516,0.6111420069716539,-0,2.2740297984588516,-0,-0.03265275912559673,-0.21956751386413575
2013-12-01,-16.32642217023783,-0.6023372780971624,0.9714626051100608,0.476093106661542,1.0567556367003978,3.9567287947209304e-4,-65.09042259567062,175.1969880090303,0.0732262311825399,-0.16374658286908714,-0.20805645112999116,-0.011448640625320269,-0.1741946639878308,-2.532636179164025e-4,-8.025128316355055,-3.5965371279031797,-0.0059426618422288675,0,2.042175159329968,2.334655999841897,2.07274510747569,2.07274510747569,0.6213871225234582,-0,2.07274510747569,-0,0.261910892366207,-0.03056994814572178
2014-01-01,-16.533862007592184,-0.46591517865027876,0.9352557405289572,0.46754995321865284,1.0291247187930836,1.9884772941703894e-4,-55.0947335647825,179.91840580097295,0.0807672883478261,-0.17490231316055951,-0.20105896823658492,-0.010472934777288999,-0.17450148725975784,-3.0974306511887385e-4,-9.544642191330574,-4.369258267811217,-0.005876200704342973,0,1.877323406345052,2.309274926593173,1.6777599416743136,1.6777599416743136,0.6251394843844146,-0,1.6777599416743136,-0,0.6315149849188595,0.19956346467073827
2014-02-01,-16.47772595710133,-0.41333414468213225,0.8174226141666299,0.45934436591937616,0.9959896632158685,0.0017874320704973816,-51.367545140264816,178.1504729931807,0.08931403745005377,-0.17941542873456257,-0.19165689862676194,-0.010275534354108324,-0.1730754426190176,-5.325760466219008e-4,-7.077015378411215,-3.849068750281318,-0.005948493960597499,0,1.7686944266291782,2.2376857388293043,1.4193049263177322,1.4193049263177322,0.6258957013226965,-0,1.4193049263177322,-0,0.8183808125115721,0.349389500311446
2014-03-01,-16.7290501495098,-0.5856578551471525,1.8143140208532502,0.4477714916074484,0.8726098790580056,-0.001982439707900895,-40.25341264248514,178.57214865680757,0.1213833089724212,-0.19338591490863744,-0.32675623161968037,-0.011590868250408719,-0.2972947499920728,7.335308139518882e-4,-4.841369618573545,-8.222309496795186,0.0029476972188469896,0,1.5468347529875324,2.547216735603109,1.1005217994885825,1.1005217994885825,0.6085444270538439,0,1.1005217994885825,0,1.4466949361145263,0.44631295349894984
2014-04-01,-16.29096795260745,-0.549131212840036,1.635525870197951,0.4384016176830106,0.812008744406644,-0.0017216273854054123,-37.314828837527806,176.22477061254082,0.12783533921143825,-0.2056978137253683,-0.2929262023225112,-0.010374421401722737,-0.29685297682248124,6.66391262885492e-4,-3.3966239639071403,-7.967860375089222,0.003302482861449253,0,1.351228566766354,1.4691040588649207,0.8886088190608703,0.8886088190608703,0.6382951743352964,0,0.8886088190608703,0,0.5804952398040504,0.46261974770548364
2014-05-01,-15.341656806647793,-0.4079750223254554,1.274248685673374,0.42811115347043605,0.7424310413289359,-9.13984487400267e-4,-42.941363479279566,174.96813533116233,0.12287852968605574,-0.21026589318012356,-0.18072446050104926,-0.006787627071292547,-0.28128410719534164,6.279246566403182e-4,-7.406156562365483,-8.826103328006146,0.004517629098543517,0,1.4421216892821156,1.1960712845854875,1.0564414725875704,1.0564414725875704,0.6483496352495598,0,1.0564414725875704,0,0.13962981199791713,0.3856802166945452
2014-06-01,-14.055743357073736,-0.21145853743804732,0.8993985048430179,0.420607130077213,0.6745131471632659,-0.0010499239542719632,-59.94025881612102,174.35687502088342,0.11109629638827909,-0.2017503337666437,-0.011077067406073431,-0.002087951456312575,-0.248500334746285,4.584450148121704e-4,-10.944850398344185,-9.85278548555739,0.005437517898037459,0,1.342207493438491,0.9078943853808126,1.3127886157354016,1.3127886157354016,0.6334531395300677,0,1.3127886157354016,0,-0.40489423035458905,0.029418877703089485
2014-07-01,-13.975299918193818,-0.2633256495569998,0.9279363608468655,0.42305151274949193,0.6813587931325871,-4.638505290962438e-4,-67.1493247655996,173.13695931707647,0.11281296672864338,-0.20566048310458723,0.026907354076357432,-0.0010209475276401485,-0.2466162709348933,4.5544935500709807e-4,-10.264297947628979,-9.863487527355373,0.006430446056076925,0,1.4458537296572131,1.3716919299013954,1.193049197394151,1.193049197394151,0.6144580682634623,0,1.193049197394151,0,0.17864273250724438,0.2528045322630621
2014-08-01,-14.688060155243893,-0.35551861972186694,1.3459900914223115,0.4339675083780584,0.7812697490806988,2.2040170513050185e-5,-79.15819296597793,174.03994719650458,0.11381052393540654,-0.1983355699392817,-0.014757829143820882,-0.0017160281118495753,-0.2509331651184455,5.381470716985852e-4,-11.166177117053483,-10.020485844589741,0.006660849712911991,0,1.4944576224929609,2.096965888732811,1.0202051568737804,1.0202051568737804,0.6197079777868875,0,1.0202051568737804,0,1.0767607318590304,0.47425246561918044
2014-09-01,-14.799135076329966,-0.32933824936544753,1.357699523931234,0.4323107057243012,0.7798263177137036,-3.3132546916363176e-4,-78.49362928610549,174.27484101299603,0.11927293322640188,-0.19950272711772726,-0.058428786274448925,-0.002505272432026248,-0.25851839631915785,6.919043822775028e-4,-13.305604322134055,-10.242805738689096,0.006363194383845871,0,1.446562146933346,1.5890841584982216,0.9689316038592857,0.9689316038592857,0.6605978738215192,0,0.9689316038592857,0,0.6201525546389359,0.4776305430740604
2014-10-01,-15.748568529127091,-0.3832931326916638,2.1759180852410234,0.4691958940364716,1.0645367625997755,-6.36561150609534e-4,-134.90070333534484,166.84506768735696,0.09714941092574864,-0.16861848245338865,-0.12072441200377618,-0.0029710769163328477,-0.2516763907442889,8.907080621894515e-4,-25.149199404418326,-10.988826290000477,0.004713957132008689,0,1.8536311489948416,2.6727294175150136,0.45347550389075764,0.45347550389075764,0.6926200193891733,0,0.45347550389075764,0,2.219253913624256,1.400155645104084
2014-11-01,-14.76804192581757,-0.1625654580425409,1.5372036285221276,0.45568338136332953,0.9603513556594876,0.001007276255882678,-138.76040174725816,154.76917862076468,0.10359225518252467,-0.19736684516066208,-0.18690953255988288,-0.0023830404940496028,-0.2633148157455679,8.160062834834589e-4,-39.756947551290715,-11.704105475369131,0.0013868082424452943,0,2.113567606834746,1.56688572284183,0.02133367820189669,0.02133367820189669,0.6596236233807743,0,0.02133367820189669,0,1.5455520446399333,2.0922339286328495
2014-12-01,-13.6320386913959,-0.10543941039120987,1.1950769090648263,0.4465848105647304,0.9039851285350733,0.0012422235457968712,-155.56218258987508,144.88623058556016,0.10597967295325912,-0.2057115575944233,-0.22910324315521705,-0.0023947110264012222,-0.2687673804342319,8.36306864730389e-4,-44.66034476369899,-11.34761117109092,-8.047827333610525e-4,0,2.243705637716786,2.1412446579906916,-0.257789083997114,-0.257789083997114,0.6876985313063005,-0,-0.257789083997114,-0,2.3990337419878056,2.5014947217139
2015-01-01,-12.250235892982998,0.05156632277930089,0.939393689109414,0.43560187109284143,0.8771308987243072,0.0012319208761378264,-179.6323225455509,138.64538894877373,0.0934243452841428,-0.20158402620202842,-0.21723199569808005,-8.760449699075306e-4,-0.2547689831500273,8.023578111584239e-4,-49.91524594733612,-11.356546530826748,-0.002925418077059208,0,2.618190876828429,2.97683516136311,-0.2576767381310088,-0.2576767381310088,0.705494075278994,-0,-0.2576767381310088,-0,3.2345118994941187,2.875867614959438
2015-02-01,-7.799116681211765,0.3529212214755119,-0.710670045448634,0.38515097160495376,0.6788305227368836,0.0040930673319757045,-221.98714970573218,107.52702683635137,0.0877054403877944,-0.24098333607504288,-0.5564054251123098,-0.004197188683072715,-0.28150178901217054,8.683072647184416e-4,-77.42400858846518,-10.21124706045997,-0.015110999582764842,0,2.7212327859714582,2.0377591018964973,-0.022820878829681313,-0.022820878829681313,0.7473296762950515,-0,-0.022820878829681313,-0,2.0605799807261787,2.7440536648011395
2015-03-01,-1.3428686658784545,0.9377826977680701,-2.4502675689109426,0.3127472599769736,0.28886368604391227,0.0020092984085921853,-273.42580691114375,70.9816447967009,0.07379741733412687,-0.24581716314892782,-0.4403729814956402,5.222161155559724e-4,-0.23895515977841023,7.354426453455434e-4,-78.38669397390937,-6.378180254847805,-0.022111895562804882,0,2.9968144405040884,1.6177193536782433,0.6361099893156623,0.6361099893156623,0.7971421004886582,-0,0.6361099893156623,-0,0.981609364362581,2.3607044511884263
2015-04-01,-3.126271618253053,1.0129615336339317,-2.6145409125829917,0.33776928810826184,0.2880063354703683,0.007343476552848889,-238.71306539120116,88.4381964715408,0.061036965695670624,-0.2693101352662772,-0.3030952808753015,-6.492224779384656e-5,-0.24116702249681474,6.623769622561743e-4,-74.70327851915135,-7.81586809913907,0.004477299658045464,47.383,3.4555361340270476,2.358055698186959,1.1214604040196905,0.9093125143225222,0.85146330688144245,0.21214788969716825,0.9093125143225222,0.21214788969716825,1.2365952941672687,2.5462236197045254
2015-05-01,-1.4189728803885948,0.8444041568446136,-2.5903181763881546,0.31946402087885256,0.2911816863818188,0.004766309349208684,-255.72844185913075,95.05771505703503,0.043920351279189584,-0.3196394526909931,-0.37563322754289,0.011771226759455888,-0.25316386171965943,-5.465735645311931e-4,-85.24700730316603,-7.033527169041769,0.00647438370094538,47.701,3.0066074769454554,3.005373173201028,2.041509023186863,1.7326744462680674,0.8638966644685205,0.30883457691879557,1.7326744462680674,0.30883457691879557,0.9638641500141647,1.273933030677388
2015-06-01,-0.6844086871475258,1.326403134698026,-3.346796437577723,0.3283586666720399,0.2021003475334721,0.0031608855779679205,-280.82541504581735,56.21892490141099,0.050339428566476566,-0.33225479068934477,-0.4294564320033812,0.0018969588709871804,-0.2376972328172045,-0.0010444350868213334,-111.71729756844341,-7.197350311860931,0.0036098976163115594,51.622,3.0525514207865423,3.892485036852468,2.5673970269254758,2.3810468921762404,0.8606754959849421,0.1863501347492353,2.3810468921762404,0.1863501347492353,1.3250880099269922,0.6715045286103019
2015-07-01,1.269555085213714,1.4560262683390515,-3.5971773940825593,0.30364297192660206,0.11281640436974748,-4.5967126393064474e-4,-302.27868584007814,41.587294291191284,0.05255292166497761,-0.3224904891103559,-0.47232464979639915,-2.5303218527722004e-4,-0.23034658768664026,-9.162644160966027e-4,-114.22957286945156,-6.152100914578781,-0.0010227370822545364,51.442,2.8548961438821725,3.7263904536564896,2.599772546378163,2.652384187363501,0.9290473091796192,-0.05261164098533786,2.652384187363501,-0.05261164098533786,1.1266179072783267,0.2025119565186717
2015-08-01,4.790738443854291,1.7037094068713436,-4.629760515958414,0.26529678996090617,-0.04422387893061164,9.750317342340307e-4,-356.5330120836618,-3.504472227665404,0.06520522461814217,-0.28385332593426144,-0.6444395779162196,-0.024274776288061857,-0.20074496848588236,-6.380889431608085e-4,-129.50171196921434,-5.14772916612214,-0.0032885238820860893,51.359,2.7694666770309313,3.7612089349536912,2.6059369209901386,2.774832219050198,0.856459335724435,-0.16889529806005946,2.774832219050198,-0.16889529806005946,1.1552720139635526,-0.005365542019266645
2015-09-01,6.876361675811934,1.6892326597988359,-4.8601802688085245,0.24000535626287833,-0.09820936582570096,2.727711629204414e-4,-379.8356340934646,-4.147353449264167,0.05451782340896426,-0.2644044552419217,-0.7199075409859209,-0.03348909328164647,-0.18291371760397743,-5.861177624704553e-4,-133.775205589977,-6.196214755853458,-9.98029261576929e-4,42.826,2.2531225941065,2.5385046515592613,3.2639555062760337,3.3066971074323273,0.9307627628599531,-0.042741601156293565,3.3066971074323273,-0.042741601156293565,-0.7254508547167724,-1.0535745133258274
2015-10-01,13.217637733308365,1.0806314829448607,-4.618423754762001,0.11439207856371958,-0.19529674496528818,0.0015877481666128966,-431.5028735108051,15.18820108081422,0.05141480996599871,-0.2586670965148388,-0.8940063684258787,-0.025306198796607962,-0.1821392516268663,-9.90024719325712e-4,-131.33291697645714,-6.7771347641234705,-0.0045103767550798805,51.008,2.0864071087425615,3.8371781034639376,3.058523082582936,3.2885883801060505,1.1475828566509028,-0.23006529752311455,3.2885883801060505,-0.23006529752311455,0.7786550208810015,-1.202181271363489
2015-11-01,15.255702702866252,0.802915344441479,-3.9797386774057717,0.04850491306607436,-0.21520150016836925,3.294324326462259e-4,-440.15085737436453,30.546389939755688,0.0673327393078968,-0.21862881658582817,-0.8837259219959116,-0.025870761135053755,-0.169264771976209,-0.0010244067560973515,-121.16587487065414,-8.935958438341572,-0.003614119308856617,52.175,1.97960001227388,3.2290071837634833,1.841599813155314,2.030166488094908,1.19767903387297,-0.188566674939594,2.030166488094908,-0.188566674939594,1.3874073706081693,-0.05056647582102802
2015-12-01,16.68528786360561,0.6759338700588899,-3.7681289855086466,-0.005887075157303855,-0.1482781576855978,0.007306709694526324,-443.04904910028216,33.19519345080475,0.060279937769022345,-0.21366279096850915,-0.8446640880354729,-0.01865278024304011,-0.17009693748588994,-0.0012776896713876517,-116.61918022793853,-9.087932267828915,-0.0037384445154698778,55.105,2.204018556164475,3.2530368188174856,1.8239973372704545,2.0300043222954223,1.1329302614460317,-0.20600698502496761,2.0300043222954223,-0.20600698502496761,1.429039481547031,0.17401423386905268
2016-01-01,17.23034169353939,0.7381775321708146,-3.447612298658985,-0.037651849338720636,-0.10788614211363147,0.004056123909950405,-434.8577223965625,38.093109739589806,0.06018238183783858,-0.21257618309913495,-0.8122699452612158,-0.017423998121842973,-0.16336970313690266,-0.0013383120021509209,-115.10193701760225,-9.863695287543509,-5.547449602407644e-4,44.309,2.489058640993614,2.7964383231826035,1.5656947157986263,1.5902749102419342,1.1215874732759565,-0.02458019444330803,1.5902749102419342,-0.02458019444330803,1.2307436073839773,0.8987837307516799
2016-02-01,17.052612013595475,0.8356896802515683,-2.8307309223146566,-0.08590305996258195,-0.015063361370505363,0.0032485432199699953,-411.3444298553,39.293861641805684,0.07624611240431442,-0.17999848392084056,-0.7301612095853475,-0.01607990412152838,-0.17631438519228704,-3.2045471687295793e-4,-100.4189424418921,-10.341815016753586,0.002247092055861895,52.956,2.9462616628079377,2.260342453558764,0.8770231507664535,0.758026143856231,1.1698447821121014,0.11899700691022251,0.758026143856231,0.11899700691022251,1.3833193027923105,2.1882355189517066
2016-03-01,17.658708820469926,0.7658525315555729,-2.3959015482743,-0.12998656826389912,0.12386127481482788,0.0035030868943886516,-415.97239367797044,24.94527509581244,0.09328809924720001,-0.14062017503973148,-0.6685243129243199,-0.02478883078369677,-0.16436361484250944,-3.1243816317721805e-4,-91.05154681749327,-11.311255691451173,0.006966291572651405,53.358,2.599266665306093,2.5274416905582346,0.4164527174761304,0.04474533174259676,0.9671179790105937,0.3717073857335336,0.04474533174259676,0.3717073857335336,2.110988973082104,2.554521333563496
2016-04-01,18.22331406769905,1.3120393547108642,-2.8673766422712843,-0.18577476893996284,0.4021061577076616,0.006978822805182163,-400.85237254880724,-10.615603979615793,0.07485516132419899,-0.2255714447086437,-0.6611723673263069,-0.008614943405146182,-0.21634179374220286,-2.7052602668259986e-4,-106.09252488553143,-8.570632687916266,0.005264635140692063,53.059,2.5852514167706016,2.491101719574784,0.9232487771185645,0.6439125011885842,0.8571815927168943,0.27933627592998017,0.6439125011885842,0.27933627592998017,1.5678529424562198,1.9413389155820173
2016-05-01,17.122653045244878,1.8263232778812177,-2.9177499575201264,-0.22378899337362593,0.73024971769146,0.004024603657875072,-365.9213526195538,-38.65413356361286,0.0744450058625539,-0.2781525742666888,-0.6326518596898026,-7.078774243635486e-4,-0.25252190840490946,5.176739644432293e-5,-111.93301479005855,-6.377935506948592,0.003860703048552859,78.499,2.194342405415118,2.169967440258649,0.8146970334329673,0.5116357048246165,0.8563262289497385,0.30306132860835083,0.5116357048246165,0.30306132860835083,1.3552704068256816,1.6827067005905016
2016-06-01,14.449271112417492,2.147833801174637,-2.8023752590640885,-0.23275464842927884,1.079616140213127,0.004664456224507561,-321.91446560991056,-60.04753015521753,0.0806993358678066,-0.287103189159734,-0.5503733499440991,-4.491323870974717e-4,-0.26426625199502723,5.696747926674276e-4,-104.17914428284833,-3.7692451268992775,0.002006739943327322,79.673,2.309329659192163,2.125290860322832,0.9741703558726387,0.8142873643679209,1.2727601638376584,0.15988299150471774,0.8142873643679209,0.15988299150471774,1.1511205044501935,1.4950422948242421
2016-07-01,6.4188998025944235,2.9183475913494648,-2.347738118171662,-0.2329731662879589,2.0568153016767057,0.003048545797913254,-202.71897606877326,-120.51007712810556,0.1027327278188368,-0.3337347477469065,-0.28386244147971024,0.005005165109576803,-0.28901934251641814,6.163029116549237e-4,-88.1490038483294,3.3780815625305958,-0.0045785785195467535,72.072,2.396844363605606,2.431595402634878,0.1603650476715277,0.4903523587323013,0.9347871862403039,-0.3299873110607736,0.4903523587323013,-0.3299873110607736,2.2712303549633504,1.9064920048733045
2016-08-01,5.2266541479419955,2.6495246053304937,-1.9293647491598414,-0.2082831442400896,2.0198299905217025,0.002847614048180199,-193.49396897272808,-100.13655182161216,0.11199560936396745,-0.3050366652568432,-0.23663319154743157,-0.002755657681023963,-0.25576208342328266,3.2998703564204076e-4,-82.53576559664367,-0.4602383419348669,-0.003426171844516697,69.65,2.4773168807594037,2.100483331298899,-0.395789216691676,-0.157156347721088,0.7698961336328709,-0.23863286897058797,-0.157156347721088,-0.23863286897058797,2.496272547990575,2.6344732284804917
2016-09-01,4.002190735036909,2.2543811466276624,-1.5943191125760823,-0.17117142185459178,2.0606628153030315,0.0018629950108101279,-192.29331272669148,-94.2042523656902,0.1146668951961821,-0.4086016531707083,-0.0828577694608845,9.727410919908279e-4,-0.19551955688492506,8.903751754309684e-4,-81.70716046003037,-1.0361280274277826,-0.002694598725565575,50.513,2.518680462353966,2.1184554833081406,-0.2788487174884599,-0.142736452063966,0.7569083262495617,-0.1361122654244939,-0.142736452063966,-0.1361122654244939,2.3973042007966003,2.661416914417932
2016-10-01,3.779729889460072,2.2902221198452763,-1.7135780372510983,-0.16781260528248373,2.050433168872095,0.001613765996486435,-188.72408898752482,-92.9909836866843,0.11972122332851824,-0.42597427027223816,-0.14571338927986363,-0.0033889252055478714,-0.21597544165834812,0.0011986530707869551,-87.68965645475178,-2.1651247602390598,-0.004238737968945368,69.972,2.494466357528393,2.7124848918926245,0.16914942239143516,0.4657423955544804,0.7110762955320272,-0.2965929731630452,0.4657423955544804,-0.2965929731630452,2.5433354695011894,2.028723961973913
2016-11-01,5.083009094962154,2.2308994246184826,-1.6837687114611462,-0.1726602639824101,1.8168301116542789,-3.385913525042352e-4,-201.64665445876065,-78.55062006895578,0.12517950805109923,-0.38570798974019355,-0.16319863157238512,-0.0019178097263519702,-0.17338308902301106,0.0013862903632888865,-86.31309308144296,-4.652680302007792,-0.003428971862729906,72.974,2.142997308789273,2.5492856523116445,-0.18126087723928047,0.06896491547157169,0.8299639159797331,-0.25022579271085216,0.06896491547157169,-0.25022579271085216,2.730546529550925,2.0740323933177014
2016-12-01,6.968046138884056,1.769598894080589,-1.2856832380007233,-0.1666983990664102,1.4597945944317594,-8.887904510477041e-5,-242.08205751520862,-68.83775818308831,0.14641185786425343,-0.14971017017913466,-0.10662655287555495,-0.0065995781697374516,0.04575396535494825,4.4744442949589346e-4,-57.83757971808076,-10.222324487776852,1.925872492894741e-4,70.145,2.0368676966378088,1.8099711288353508,-0.2940940125257419,-0.3076030451271521,0.7903434479612991,0.01350903260141016,-0.3076030451271521,0.01350903260141016,2.104065141361093,2.344470741764961
2017-01-01,7.619724046426899,1.7415420678218454,-1.7701275313101394,-0.15945128717814905,1.3956199289136229,0.0012518095461896577,-263.8696108831686,-84.65468017110095,0.15697886548601406,0.1310806705993076,-0.3048927869516014,-0.014119071708282027,0.31317464480049906,-5.651027321988204e-4,-39.892133985217534,-16.33078050487331,-5.501171455461396e-4,55.032,2.0597989064665607,1.8739246637999056,-0.5042123371704031,-0.473938290416708,0.7759537925044355,-0.030274046753695154,-0.473938290416708,-0.030274046753695154,2.378137000970309,2.5337371968832687
2017-02-01,20.003628244641057,0.3464581513017886,-0.7592268738996931,-0.16770081789016367,-0.2399678652932406,0.001497141356019212,-437.3790623270889,4.2641463623155005,0.11380272229015144,-0.28891248881680504,-0.07240039592429033,-9.663239771297439e-4,-0.1533782288843365,9.486701707028898e-4,-82.92210527096786,-10.78550328184989,0.011844224914000032,71.362,2.1478797550862265,2.0755275271162827,0.17750107190801256,-0.6677265064048576,0.5739831058962787,0.8452275783128702,-0.6677265064048576,0.8452275783128702,1.8980264552082702,2.815606261491084
2017-03-01,19.20729415057496,0.5693227786934028,-1.1691137143481019,-0.1770069434356586,-0.007497899430474312,0.0019368884963675828,-421.2294589754087,18.076524614608893,0.10452149759247911,-0.25807124267113013,-0.16659711143184291,-0.0016335049909068967,-0.13568779287277885,6.613763271099712e-4,-82.61841046127931,-13.116902180445548,0.010378769951847576,68.208,2.0319824518154372,1.8549357876508548,0.3886589724593277,-0.3192561684162918,0.6661586678506862,0.7079151408756195,-0.3192561684162918,0.7079151408756195,1.466276815191527,2.351238620231729
2017-04-01,16.555497918589335,0.7856700887568941,-0.828470124203068,-0.18929372671549438,0.23377087070376054,4.078369907859833e-4,-364.0705055979547,79.9081367189029,0.10481230543809346,-0.15425436155480693,-0.13625166179321,-0.0033697077763069423,-0.07185154216896236,2.0043106804563707e-4,-66.36888396751044,-18.966886525807713,0.010113067211463168,68.814,1.9220573156095713,2.101132620935101,-0.06386379974582768,-0.759784406835454,0.6064293245596137,0.6959206070896263,-0.759784406835454,0.6959206070896263,2.1649964206809287,2.681841722445025
2017-05-01,16.64714516236257,0.7578152289142113,-0.8169007846887643,-0.18708037215593268,0.2014645155407515,2.372585298772269e-4,-366.2680345276265,81.79658861984068,0.10625363155121031,-0.14822525395044278,-0.1354108960865086,-0.003974705295277216,-0.0672423089221721,1.93293205660889e-4,-65.53211937825054,-18.79186192847701,0.010267118501030618,54.311,1.6622324918625315,1.597144563926322,-0.1763731116243824,-0.7339905845338563,0.5265275662065259,0.5576174729094739,-0.7339905845338563,0.5576174729094739,1.7735176755507043,2.396223076396388
2017-06-01,19.827579689122064,0.8173445010725288,-1.3117429115747872,-0.18235741625461874,-0.28210934742952415,-7.920090718325041e-4,-402.19380194416533,90.17271597752124,0.08941117257428297,-0.17412627493552432,-0.2095253545799774,-0.00323723730664898,-0.13053373801376295,1.0174271588030407e-5,-77.28114770047289,13.866662517426562,0.010750447939911374,51.49,1.6472000145050616,1.460503485052886,0.21892326269069806,-0.33461730173533866,0.5266168497742212,0.5535405644260367,-0.33461730173533866,0.5535405644260367,1.241580222362188,1.9818173162404003
2017-07-01,22.412734177300777,0.7890730875743261,-1.5603471332428018,-0.18925980461917677,-0.5343769601780841,-9.061122238277297e-4,-438.2918101163866,121.73462215094811,0.07426697347568792,-0.18920242270742907,-0.283433565313756,-0.0023754230559303855,-0.1722199078097008,-4.117145995532806e-5,-88.79978154757276,25.075149410503204,0.011898996204042871,51.607,1.4531079451959517,1.3925585404957108,0.5681009194789137,-0.04597057762312673,0.5297135792744966,0.6140714971020405,-0.04597057762312673,0.6140714971020405,0.8244576210167971,1.4990785228190784
