date,alpha,beta_gdp_growth_stdev,beta_inflation_stdev,beta_debt_gdp_stdev,beta_current_account_stdev,beta_policy_uncertainty_stdev,beta_bank_nexus_stdev,beta_bid_ask_stdev,gamma,lambda_gdp_growth_stdev,lambda_inflation_stdev,lambda_debt_gdp_stdev,lambda_current_account_stdev,lambda_policy_uncertainty_stdev,lambda_bank_nexus_stdev,lambda_bid_ask_stdev,delta,P_t_bn,MS_actual,MS_fitted,MS_tilde,MS_tilde_nopurch,MS_tilde_se,MS_tilde_nopurch_lo,MS_tilde_nopurch_hi,purchase_effect,fundamental_component,purchase_component,sentiment_component
2013-01-01,-11.293245691876926,-0.6968020871881706,-0.6960320869028751,0.33390849964975605,-0.16170428897881936,0.01228899828820268,159.52514864073817,126.55996217846779,0.08281080588426715,-0.07575890860227757,0.3274316379553921,-3.1870207376842016e-4,-0.04381378995039023,-3.916093058649144e-4,-1.6919506523210293,-4.0579239075098235,-0.06715369466749659,0,2.8858904215809855,3.657032193767317,3.3085875437678283,3.3085875437678283,0.6247217975640744,2.0591439486396794,4.558031138895977,-0,3.3085875437678283,-0,0.34844464999948865
2013-02-01,-12.132355354025039,-0.6227022999109247,-0.7494823574388438,0.33340496577706413,-0.059525592460862406,0.012956062078607009,158.57041348315363,143.84171694956794,0.09010244471237057,-0.1102168874172963,0.29147872652597134,1.4448289138215955e-4,-0.06375770193482348,-5.639463796953195e-4,-3.3624762595869226,-5.981842139136592,-0.06595951140610896,0,2.822253637412262,3.964438196723007,2.5747046891696552,2.5747046891696552,0.643747798591345,1.2872090919869652,3.862200286352345,-0,2.5747046891696552,-0,1.389733507553352
2013-03-01,-14.41400563220038,-0.6555049373651101,-0.10353146750277821,0.3549378483074376,0.12953094723624478,0.011542488379516823,153.92616674658436,162.2908947565026,0.10724008050465997,-0.2015235045717709,0.11918427287225335,-5.959097111794292e-4,-0.12413261819174659,-6.368495596075168e-4,-8.22494661034557,-8.72494806612334,-0.0655889212077821,0,2.9905529720030097,3.743600139722867,2.2210385852163537,2.2210385852163537,0.6714144995352239,0.8782095861459058,3.5638675842868013,-0,2.2210385852163537,-0,1.5225615545065132
2013-04-01,-15.137508234415916,-0.20118312966904928,0.07384163586647768,0.36023042733985156,0.2219389803813495,0.004088041112737825,135.69206998788843,180.10423713737012,0.11340481226124739,-0.2372202680184347,0.09894466582402171,-6.044620877993758e-4,-0.13329806228408222,-2.990145022715118e-4,-7.447333008231716,-10.656799651402448,-0.06558186186713798,0,3.068316245005904,3.8057672155227475,1.9058809819251135,1.9058809819251135,0.7642307363937035,0.3774195091377064,3.4343424547125205,-0,1.9058809819251135,-0,1.899886233597634
2013-05-01,-15.414634699416556,-0.02557735930895189,0.12395228027716272,0.36008942815196143,0.23731134337123397,0.0037141844125119267,124.40165733960616,182.13362820280176,0.12405140436346972,-0.2541406134305417,0.11377561431568897,-8.924258621808657e-7,-0.13557803558472337,-3.002932818733724e-4,-6.657416045097885,-11.638190944886034,-0.06959568449163409,0,2.4251712302017956,2.663259794328894,1.6624438207673649,1.6624438207673649,0.6882779391670748,0.28588794243321525,3.0389996991015145,-0,1.6624438207673649,-0,1.000815973561529
2013-06-01,-14.655804401042115,0.5349349185981154,-0.07465566763796427,0.3577702656859086,0.2985465197985273,6.104097046187483e-4,73.66102262965515,191.98617421219782,0.11562724288355737,-0.2500423113134681,0.14717928990728477,4.228158158433747e-5,-0.11997880716192869,-1.7007300449552117e-4,-3.8070306033270356,-11.76619399388853,-0.06281885473233442,0,2.599477002897557,3.894184877226643,1.4224851203315971,1.4224851203315971,0.8042247453554134,-0.18596437037922975,3.030934611042424,-0,1.4224851203315971,-0,2.471699756895046
2013-07-01,-14.824650716886916,0.41348035456680066,0.019533041657869666,0.36783354651529504,0.36877005188374395,0.0015282608997457098,57.448653841969424,188.86468797460785,0.11712034794671944,-0.23291403148801473,0.14351601855552454,-4.559889253929048e-4,-0.11876355475537843,-2.2146741203637292e-4,-3.5413158617519924,-11.399165285232764,-0.06105894711766956,0,2.726058850338198,2.744660882028717,1.2385454799864863,1.2385454799864863,0.7875409862742201,-0.33653649256195384,2.8136274525349263,-0,1.2385454799864863,-0,1.5061154020422305
2013-08-01,-14.62897245197147,0.1848933463966366,0.16375733513487742,0.39184802113348605,0.4864677798489208,1.222862753077425e-4,19.71584281672443,180.2194507833976,0.11041607214316757,-0.18392567778945426,0.15650732219353294,-0.0019178924085558526,-0.10862235875846397,-1.0776908371554007e-4,-2.203731203216334,-10.110220563522924,-0.056565899635895416,0,2.509038410743101,2.467400030190186,1.2536460846194633,1.2536460846194633,0.7682785279565405,-0.28291097129361775,2.7902031405325443,-0,1.2536460846194633,-0,1.2137539455707227
2013-09-01,-14.944537580438483,-0.5391684223177594,0.6609704121442934,0.44408131217898256,0.8088173320133081,0.004216919494610199,-49.13089456041805,165.57205842742923,0.08932807415701041,-0.1133320930396416,0.06905974811096607,-0.005305330853419649,-0.11861718166740486,-2.549896400963801e-4,-3.79692796571331,-7.75902828663635,-0.04287491767314371,0,2.4695871643423892,2.3896166575144218,1.3955935692585815,1.3955935692585815,0.7470227089100651,-0.09845184856154865,2.889638987078712,-0,1.3955935692585815,-0,0.9940230882558403
2013-10-01,-15.42276476683777,-0.4152407020030161,0.7610990591940063,0.4450690158048576,0.8064508261580224,0.0027795584072826075,-49.26944472882114,165.17019269326445,0.10276832097928676,-0.14362968264575285,0.04849253079204227,-0.005310179855493516,-0.12756034477015055,-3.18058662531464e-4,-3.1170152885549283,-7.764509922620827,-0.04445456117585401,0,2.141960672030611,2.5134151194938563,1.4692784098419374,1.4692784098419374,0.7727244920639668,-0.07617057428599616,3.0147273939698707,-0,1.4692784098419374,-0,1.044136709651919
2013-11-01,-15.870423792204459,-0.6498350048072696,1.0266549625132828,0.46475040955006724,0.9311095161332636,0.0022853694973230883,-68.17836112461774,160.07381950335792,0.10010235417179447,-0.13373523274027688,-0.02782737732992224,-0.008429078729352139,-0.13899415412616925,1.1315324296074346e-4,-1.2313510739519251,-6.0545676697841255,-0.04215387116548916,0,2.054462284594716,2.0202274752508327,1.6141781198626006,1.6141781198626006,0.7080483561500187,0.1980814075625632,3.030274832162638,-0,1.6141781198626006,-0,0.40604935538823206
2013-12-01,-16.2105856678503,-0.5718811430144537,1.044958481217618,0.4602097240001108,0.9159988310179148,0.001772550218909174,-59.29601291662901,162.87954628751578,0.1096966562005728,-0.14658718824913503,-0.03409346185845997,-0.008007369480907208,-0.14253862126265848,1.2360488131379799e-4,-2.030400682615174,-6.515725957629756,-0.04294348894645605,0,2.042175159329968,2.26218010220669,1.4246907946059117,1.4246907946059117,0.7056730678688166,0.013344658868278625,2.836036930343545,-0,1.4246907946059117,-0,0.8374893076007783
2014-01-01,-16.442484668446696,-0.45636939255109726,1.0216908201914179,0.4523204309100004,0.8931797401546605,0.0015536429365785366,-49.63919499106446,167.3450967882417,0.11776010217973251,-0.15789216299788633,-0.034891483531300366,-0.007370544336473401,-0.14374533922827926,1.027404297145577e-4,-2.8013225349421766,-7.087628178492381,-0.04305637455853016,0,1.877323406345052,2.305724761979491,1.0319506753951906,1.0319506753951906,0.7084113390918291,-0.38487200278846756,2.448773353578849,-0,1.0319506753951906,-0,1.2737740865843006
2014-02-01,-16.59941979921271,-0.3594234682548696,0.9783348841307195,0.4463185097020387,0.8824513543302813,0.0030755342940471946,-47.481703116422224,168.12106170117238,0.12468857574580597,-0.1636673606388007,-0.022291930690224584,-0.006387118963466957,-0.14245379388719318,-2.7572266387006186e-5,-4.632540007797413,-7.567749675902339,-0.04319439550595946,0,1.7686944266291782,2.2353212441105814,0.7209119664454278,0.7209119664454278,0.7332286502491239,-0.74554533405282,2.1873692669436755,-0,0.7209119664454278,-0,1.5144092776651537
2014-03-01,-16.76374708789522,-0.5897000761896202,1.8210690592460856,0.44837323426242326,0.8767084254783762,-0.0022842009938088053,-39.897970640126736,177.18685888471637,0.12191125615242285,-0.1939033214707844,-0.3352212616802461,-0.011619799460322062,-0.29957556916833894,6.79070454099619e-4,-4.637471266393379,-7.745365720955705,0.002784083736133848,0,1.5468347529875324,2.549764326452736,1.098014623796768,1.098014623796768,0.7731311793262852,-0.44824773485580227,2.6442769824493384,0,1.098014623796768,0,1.451749702655968
2014-04-01,-16.30801511119222,-0.5617872733136002,1.6451167619729254,0.4393578704003855,0.8178784846942804,-0.0021650115164208975,-36.802643598822954,175.12391479202324,0.1272287743022886,-0.2071659997508781,-0.3119729097584151,-0.010619227453191521,-0.3031684923854612,6.042080755022548e-4,-3.1886817398049363,-7.33541036785017,0.005172840667230365,0,1.351228566766354,1.461302275213812,0.9229495904658194,0.9229495904658194,0.8169705287444368,-0.7109914670230542,2.5568906479546927,0,0.9229495904658194,0,0.5383526847479927
2014-05-01,-15.36955976683071,-0.4129793206764571,1.2733920407364336,0.4289664772427534,0.7482400346202775,-0.0014384835958983952,-42.23885125583173,173.25525433444116,0.1228761788940237,-0.21051308603140226,-0.19686179178669352,-0.006936280060712053,-0.2859106655392156,5.417834592076229e-4,-7.160967459473667,-8.06133189148453,0.005374971690373437,0,1.4421216892821156,1.179611589256775,1.0742508927864396,1.0742508927864396,0.8402369614554561,-0.6062230301244727,2.754724815697352,0,1.0742508927864396,0,0.1053606964703353
2014-06-01,-14.090596321953377,-0.20276593289198877,0.8866729505754831,0.42115111068194583,0.6791625535795232,-0.0015791329649547455,-59.46382545779242,171.91834934003143,0.1120642353789326,-0.20019971332730535,-0.017713907386403587,-0.002003080040927431,-0.24909594025477025,3.559152338158226e-4,-10.68418909870837,-9.059307102026661,0.0042456224931284575,0,1.342207493438491,0.8914923652400026,1.2994265271492509,1.2994265271492509,0.8574290017252679,-0.41543147630128496,3.0142845305997867,0,1.2994265271492509,0,-0.40793416190924825
2014-07-01,-14.008292196446646,-0.24701363898169343,0.9027286958541919,0.4233681114033962,0.6848580866803435,-0.0011440623560913484,-66.14847226021634,170.37700620822085,0.11397415966509768,-0.20354530789038794,0.017575214003919815,-9.748691470279745e-4,-0.24741510402463102,3.3467370254413204e-4,-10.02373754593964,-8.926241784423553,0.005178758297444227,0,1.4458537296572131,1.3630873925663352,1.1815287098834961,1.1815287098834961,0.8459794683297535,-0.5104302267760108,2.873487646543003,0,1.1815287098834961,0,0.18155868268283903
2014-08-01,-14.715894309356244,-0.3324677474611356,1.308783066233639,0.4338017308320473,0.7820928644028404,-7.137409243254383e-4,-77.55095372320527,171.2040179236176,0.11534562407212257,-0.19603235695541893,-0.02593198451691832,-0.0017175884447489323,-0.2517135974359675,4.144737261592976e-4,-10.968607602284356,-9.054802200277049,0.005262121380041093,0,1.4944576224929609,2.096114403909736,1.0027309762876744,1.0027309762876744,0.8447756631777283,-0.6868203500677823,2.692282302643131,0,1.0027309762876744,0,1.0933834276220615
2014-09-01,-14.795787846276056,-0.30525341396183886,1.3095648470293675,0.4318278846082882,0.778447688258396,-9.945231990696986e-4,-76.93815703951414,171.55777131334878,0.12046043793185662,-0.19755652209935895,-0.06952001805582243,-0.0025050183997900096,-0.2597516708287452,5.678946339285087e-4,-13.182355813156763,-9.3015070957564,0.005456956056645265,0,1.446562146933346,1.5810647575388268,0.9450001254220126,0.9450001254220126,0.8450234951711687,-0.7450468649203248,2.6350471157643502,0,0.9450001254220126,0,0.6360646321168142
2014-10-01,-15.926121319142421,-0.34736971248597615,2.1615940408295446,0.4684816192651613,1.0636648656679202,-8.339407205560802e-4,-133.00251408844173,163.18351870074454,0.10349728107003363,-0.16429500775507636,-0.11001588440638792,-0.0026303192390375375,-0.24132651629547283,8.24068682915511e-4,-24.940004019046324,-10.621007134267632,-0.0038326451223233394,0,1.8536311489948416,2.6645453967356976,0.3062414177235482,0.3062414177235482,0.8630968654796575,-1.4199523132357668,2.032435148682863,-0,0.3062414177235482,-0,2.3583039790121494
2014-11-01,-15.170857244209147,-0.11650246007731395,1.5684939270357143,0.45490740463977025,0.9615491537779638,0.0016697683148809792,-137.02414482982408,150.17346918312876,0.11587450798970178,-0.19178770769886735,-0.15446915303333922,-0.0016823936841019994,-0.23933297736712542,8.597643936597657e-4,-40.36793840054046,-12.376995008487137,-0.017142137351519364,0,2.113567606834746,1.5831769580854438,-0.2838610080712467,-0.2838610080712467,0.8255287589175443,-1.9349185259063353,1.3671965097638419,-0,-0.2838610080712467,-0,1.8670379661566905
2014-12-01,-13.978852761924271,-0.06485551007838275,1.221327695168989,0.4450897246150809,0.8994899020730417,0.0021883229895406932,-154.04615548320606,140.82551695704245,0.11790066915446835,-0.2011890474970093,-0.19118835070733517,-0.001666075007542461,-0.24374081584260554,9.215673932734463e-4,-45.1746799471463,-12.324937827439696,-0.019607791343658573,0,2.243705637716786,2.1159404634095127,-0.5428829650503939,-0.5428829650503939,0.8192303894971369,-2.1813437440446677,1.0955778139438799,-0,-0.5428829650503939,-0,2.6588234284599066
2015-01-01,-12.710459257072067,0.0672703454242457,0.9846324918131605,0.43390635311308373,0.8671255355765568,0.002489186028004113,-175.66267706762653,135.029603574753,0.10900286587621828,-0.19779161340875054,-0.17521207303700617,-3.197767877431453e-4,-0.22779401870942806,9.522027980604652e-4,-49.51659934110942,-12.664840822061782,-0.024499130691237807,0,2.618190876828429,2.8988460357089876,-0.6001192900767247,-0.6001192900767247,0.8369740622500369,-2.2740674145767983,1.073828834423349,-0,-0.6001192900767247,-0,3.4989653257857123
2015-02-01,-8.62402327048547,0.3324136692559724,-0.5604259138719742,0.3830791613126737,0.6634460866910329,0.007242766943205234,-215.05745586002266,106.5416641543634,0.11139231306017376,-0.23842220757984123,-0.47262792467045484,-0.003471557122411418,-0.23561955126079,0.0013142467841725073,-76.50702853632161,-13.843011483963688,-0.04934285441589207,0,2.7212327859714582,2.05396669207663,-0.5174784962725081,-0.5174784962725081,0.8291775399850144,-2.175833576242537,1.1408765836975208,-0,-0.5174784962725081,-0,2.5714451883491383
2015-03-01,-6.398227805838117,0.41949732590598227,-0.8217074014881114,0.3741149618505408,0.579566485935562,0.0025086150662378894,-220.5096527777502,123.0639409517507,0.05995463004457771,-0.24350398585052083,-0.39551201100670874,-0.0016456292335629925,-0.29474685323574873,7.617419540535879e-4,-66.46647289178507,-9.544997181611388,0.0280453399375423,47.383,2.9968144405040884,2.3133827285911104,1.863699782126634,0.5348274398660671,0.7920595812785066,-1.0492917226909462,2.1189466024230805,1.3288723422605668,0.5348274398660671,1.3288723422605668,0.4496829464644765
2015-04-01,-8.150650635045126,0.43041964432721463,-1.085901223733671,0.40932861123213676,0.6595652455908912,0.0056058915534212,-208.49418499681434,129.14318686717863,0.05548485693120838,-0.2599590771132353,-0.4725530662366429,-0.005196696355251494,-0.309977126508852,5.746946112649591e-4,-72.61790798785611,-9.156504628965664,0.03631397858380019,47.701,3.4555361340270476,3.175378200652406,2.1695620939832305,0.43734900155737755,0.8020471791939718,-1.1667453568305661,2.0414433599453212,1.732213092425853,0.43734900155737755,1.732213092425853,1.0058161066691755
2015-05-01,-5.430358835283122,0.46856076388944157,-1.4859480459057337,0.3742660616229388,0.5646097911448216,0.004875194353017449,-233.86319446757432,121.67928095839217,0.04585887518749506,-0.29252996387466057,-0.489839647433428,0.0043210883224815725,-0.29545463342590667,-2.2821506624329306e-4,-81.71744744007863,-8.364096657454617,0.025202289392475014,51.622,3.0066074769454554,3.6324469824297343,2.632485634328234,1.3314930513098888,0.8408861632667433,-0.3502792752235977,3.0132653778433753,1.300992583018345,1.3314930513098888,1.300992583018345,0.9999613481015004
2015-06-01,-2.4590787255613136,1.1820618789394601,-2.777697558494551,0.3513632348085716,0.333553053527223,0.0023158695205234775,-269.81042911106874,71.89083425944804,0.04627399291251693,-0.3188059936138208,-0.47173611917291214,-3.3706622014012153e-4,-0.2514239762638788,-0.001027836703433436,-110.69079376548936,-7.860774019605388,0.012535957142301558,51.442,3.0525514207865423,4.20424281660148,2.9139087455387784,2.269034038224502,0.8481542023191714,0.572725633586159,3.9653424428628448,0.6448747073142768,2.269034038224502,0.6448747073142768,1.2903340710627011
2015-07-01,0.4133733476304546,1.3773288319487214,-3.2022515437377055,0.3136036038003265,0.17821502481293355,-0.0017599551990979871,-295.82163565491845,54.346955577522266,0.04790826057261399,-0.3170448391890032,-0.48145446642041617,-3.8458039753595867e-4,-0.23472565896608252,-9.588893848064836e-4,-114.00460191110318,-7.06578579284122,0.005104023767259037,51.359,2.8548961438821725,3.9069571539008643,2.882814582603454,2.620677025940797,0.926772015093415,0.7671329957539672,4.474221056127627,0.26213755666265687,2.620677025940797,0.26213755666265687,1.0241425712974102
2015-08-01,4.7513663460086875,1.7007418229719766,-4.550875061216547,0.2649647033769684,-0.04355181726811104,6.733990386579677e-4,-355.91683277279617,-0.06318581398871484,0.0637653889300974,-0.28224685654885223,-0.6349471008888672,-0.025008610922210392,-0.1965004089904989,-6.69084962881103e-4,-130.1598492528736,-5.800145926869932,-0.0011644236056200844,42.826,2.7694666770309313,3.81915007280152,2.725916125598664,2.77578373093295,0.8596326536224348,1.0565184236880802,4.49504903817782,-0.04986760533428573,2.77578373093295,-0.04986760533428573,1.0932339472028558
2015-09-01,6.968642519273114,1.688127706652574,-4.878900733942357,0.23858901098768798,-0.10692871504656948,2.867930702057673e-4,-380.1656205091085,-4.43594644285047,0.05529920397037655,-0.2664099945629216,-0.7133410951917871,-0.033201033420243914,-0.1816370374566026,-6.100268966579455e-4,-133.7962775406849,-6.27093634310789,-0.0013904695787558114,51.008,2.2531225941065,2.522664350706059,3.2237442016921563,3.2946692739653325,0.9307012882111927,1.433266697542947,5.156071850387718,-0.07092507227317643,3.2946692739653325,-0.07092507227317643,-0.7010798509860972
2015-10-01,13.5085627623453,1.0950442625420418,-4.726441735083637,0.11077183442253222,-0.23510472638387567,0.001695120673424246,-431.821201672827,12.569644555723734,0.05520724968406707,-0.26837557251160865,-0.857805858818132,-0.02408996823254688,-0.1764234283841771,-0.0010873795108346336,-131.3964696125202,-7.037346698335584,-0.006571646602819341,52.175,2.0864071087425615,3.786413627691075,2.925917809397475,3.268793470899574,1.1297678235233395,1.009257823852895,5.528329117946253,-0.3428756615020991,3.268793470899574,-0.3428756615020991,0.8604958182936002
2015-11-01,15.471683504218417,0.8486313890009832,-4.191646586677315,0.04879760053645097,-0.26178304319098045,6.89954211063935e-4,-439.97866100695757,24.338474233953807,0.0713654464377245,-0.23213415247935526,-0.8446439142642855,-0.024328079367749656,-0.16475760845655146,-0.0011097482871379482,-121.48328247166792,-8.773939686391184,-0.007141195476589305,55.105,1.97960001227388,3.1744979428059503,1.6994065114614183,2.092922088198872,1.1665024987107069,-0.24008290922254183,4.425927085620286,-0.39351557673745363,2.092922088198872,-0.39351557673745363,1.475091431344532
2015-12-01,16.83263453890316,0.6881556744582404,-3.847570254629872,-0.0071372672051607635,-0.17834977075115432,0.007319748781084831,-442.23978510953435,31.809453348926073,0.06272422881881105,-0.22144337824970245,-0.8160771991010974,-0.017854806086101793,-0.16516810496914397,-0.0013508397919409416,-116.72824732082763,-9.33478939130881,-0.00524537402095193,44.309,2.204018556164475,3.284372313632478,1.8059117046170108,2.03832898211137,1.1074148774561787,-0.17650077280098753,4.253158737023727,-0.23241727749435906,2.03832898211137,-0.23241727749435906,1.4784606090154673
2016-01-01,17.21834296264694,0.7800716332867326,-3.643756842556579,-0.03267564368294597,-0.1403543820768444,0.004443982905055547,-434.2137066184231,32.33309425455268,0.0634472205182986,-0.22133470676988024,-0.7945984982786379,-0.016557036552626463,-0.16284794969082333,-0.0013464440496216087,-115.29123621855246,-9.428598919025063,-0.0038607262586014632,52.956,2.489058640993614,2.758180250131358,1.4574975484661454,1.6619461682166445,1.0837858723159215,-0.5056255764151985,3.8295179128484875,-0.2044486197504991,1.6619461682166445,-0.2044486197504991,1.3006827016652127
2016-02-01,16.894869511045723,0.879428323006724,-3.0541216531984925,-0.07660452546412583,-0.036854942144281616,0.0038559335763653033,-411.2641549667346,32.56969240388679,0.07846395425779254,-0.1859010961630907,-0.7288296818562343,-0.015754209477944765,-0.17826343244381276,-2.80849896578243e-4,-100.48571860629689,-9.465758773117143,-0.0012262559993701557,53.358,2.9462616628079377,2.2510147052712304,0.7884979784144966,0.8539285460288895,1.1399394350496697,-1.4259503240704499,3.1338074161282288,-0.06543056761439277,0.8539285460288895,-0.06543056761439277,1.4625167268567338
2016-03-01,17.23024747625872,0.8497890421361352,-2.8203549834167925,-0.10882667124997591,0.09456037519949356,0.004757121458827838,-415.8920718185821,12.930739906617877,0.09483220341817482,-0.1497555732920837,-0.6863518751744379,-0.024444881649846286,-0.1706576849926227,-2.2394142627347313e-4,-91.73121902594076,-9.322738265879305,9.746491460491754e-4,53.059,2.599266665306093,2.4376625742638143,0.2851683635149904,0.2334544544747672,0.9467498577567492,-1.6600452610387313,2.1269541699882657,0.051713909040223195,0.2334544544747672,0.051713909040223195,2.1524942107488236
2016-04-01,17.874018336801154,1.3818229051538693,-3.147661812613173,-0.17221225804430745,0.39282032045210036,0.007839967298980347,-399.366968691819,-18.74723770810892,0.07508907280221262,-0.2321848992567128,-0.6764650781463186,-0.008271628030785742,-0.22169923154137777,-2.06955755426226e-4,-106.82273900672429,-7.158971904352575,0.0014763190876185773,78.499,2.5852514167706016,2.4430470611963084,0.8711883969597795,0.7552988249008088,0.8438125581236867,-0.9323262913465646,2.442923941148182,0.1158895720589707,0.7552988249008088,0.1158895720589707,1.571858664236529
2016-05-01,16.649599735323005,1.8871703867626497,-3.0908441393397332,-0.21349866480387458,0.7324404777553493,0.004563451523596467,-359.873539257996,-42.03913142119876,0.07430300850145881,-0.2820928810359314,-0.6404548888519102,-5.129879223811545e-4,-0.25537939832544765,1.0266506533932372e-4,-111.95401973075413,-5.481080292036746,0.0012427060329550643,79.673,2.194342405415118,2.061624957890639,0.7050186064837574,0.6060084887201285,0.8450728196222008,-1.0841371505242732,2.29615412796453,0.09901011776362885,0.6060084887201285,0.09901011776362885,1.3566063514068816
2016-06-01,14.017981050080932,2.2066223175071835,-2.9212150014071927,-0.2263753603978386,1.0879916393565596,0.004991055934178776,-314.9653227075681,-62.94626582005063,0.08147496831708875,-0.29114773435612223,-0.5464899330129565,-1.617975478798164e-4,-0.26575135060615057,6.095196129539239e-4,-103.85981797106436,-3.1642666204140335,-7.815716521887297e-5,72.072,2.309329659192163,2.124438648264146,0.9023865040293944,0.908019447241049,1.2545443591065863,-1.6010692709721237,3.4171081654542217,-0.005632943211654613,0.908019447241049,-0.005632943211654613,1.2220521442347516
2016-07-01,6.605159372658119,2.908982649722176,-2.3100670239114893,-0.23765462268136361,2.0210946999690647,0.002810241176613614,-200.548677605,-117.53224256282992,0.1046772802484225,-0.3343768596775287,-0.25575120485204134,0.0051155009448997655,-0.2833213375269202,5.980476561268124e-4,-87.41034239261695,2.5511035882673694,-0.00455569453249474,69.65,2.396844363605606,2.4332783203029633,0.11985770186904626,0.4371618260573049,0.8951897370753553,-1.3532176480934057,2.2275413002080153,-0.31730412418825865,0.4371618260573049,-0.31730412418825865,2.313420618433917
2016-08-01,5.847940633916933,2.6675150870799857,-1.968533522998313,-0.21757134658208394,1.9806468685736558,0.002613373485909145,-198.0099976244545,-99.97607769100286,0.11094465142460591,-0.3092868581087665,-0.23498297500221635,-0.0013531768888994837,-0.2578663384751902,3.712628777515843e-4,-83.66059316736754,-0.5569231415261658,-0.0029572432095813844,50.513,2.4773168807594037,2.1537698066972304,-0.3201155882746825,-0.17073636202909803,0.7659525719542448,-1.7026415059375877,1.3611687818793916,-0.14937922624558447,-0.17073636202909803,-0.14937922624558447,2.473885394971913
2016-09-01,4.8018533446779985,2.208435333879872,-1.5708962859492084,-0.17883097281390067,2.00520828874141,0.001498115687694338,-202.3720050416569,-91.1204670322572,0.11329767500001678,-0.4078757096184171,-0.09245280448939586,0.0013833518499118261,-0.19480254056332688,9.072801843570202e-4,-82.8190401081194,-1.533195348579544,-0.001268806554462053,69.972,2.518680462353966,2.101842494820644,-0.26662438623400353,-0.17784345400518475,0.7618352854545876,-1.7015140249143599,1.3458271169039904,-0.08878093222881876,-0.17784345400518475,-0.08878093222881876,2.3684668810546476
2016-10-01,5.272951100588685,2.193162492119979,-1.6372429665959658,-0.18240594823404374,1.9489642720326474,9.757322020398399e-4,-208.09451553441374,-86.49801358887875,0.11702786697045821,-0.4194338442526546,-0.1603793789714118,-0.002194452978992333,-0.2117370323375403,0.0011707285226693809,-88.78080128444913,-3.0078884507812482,-0.0013050496550687332,72.974,2.494466357528393,2.7198231842391496,0.24627043548985494,0.34150512901884067,0.7066618571052281,-1.0718185851916155,1.7548288432292969,-0.09523469352898574,0.34150512901884067,-0.09523469352898574,2.4735527487492948
2016-11-01,6.866566951162858,2.084917206705115,-1.5600213150373274,-0.187935255675932,1.6882486001058494,-0.001149082139265347,-226.79340899712378,-69.3361340857699,0.12245596450697581,-0.37196805134697863,-0.19474234893515868,-0.001445439571525449,-0.16601999902404377,0.001354010684186864,-87.68060851872313,-5.9827388637642835,3.0651495376308926e-4,70.145,2.142997308789273,2.5565559595818925,-0.11335032783407323,-0.13485081926578513,0.8276704947465378,-1.7901918087588606,1.5204901702272904,0.021500491431711895,-0.13485081926578513,0.021500491431711895,2.669906287415966
2016-12-01,7.492086913843466,1.7003291790078543,-1.2199990543450778,-0.16949881511003376,1.4164159574395039,-3.456451695890825e-4,-251.2097106850025,-65.14091769594555,0.14619249461999248,-0.1391430873048201,-0.12556087149105463,-0.007275090099071686,0.0513062431093938,4.252980618050123e-4,-57.97453450173746,-10.877432108740129,0.0015019062099642859,55.032,2.0368676966378088,1.8062687431701654,-0.28912822766052454,-0.3717811302072791,0.7714402617276944,-1.914661653662668,1.1710993932481097,0.08265290254675457,-0.3717811302072791,0.08265290254675457,2.09539697083069
2017-01-01,8.543866497724089,1.6360695242364327,-1.6711015840222976,-0.1654184739159576,1.3206764887558726,7.971588146004162e-4,-278.6219759726961,-78.7560073724502,0.15617272019943707,0.14675377392618347,-0.33032031293491426,-0.014716957741542035,0.3227943638567458,-5.968179397830235e-4,-40.09272246777767,-17.359295295058477,0.0015967614971937676,71.362,2.0597989064665607,1.8765329475054275,-0.479098076310598,-0.5930461702733396,0.7644291423533885,-2.1219044549801165,0.9358121144334375,0.11394809396274164,-0.5930461702733396,0.11394809396274164,2.3556310238160254
2017-02-01,21.110551006287096,-0.008497660594486643,-0.4234422098748356,-0.15030386246509603,-0.4257562997825541,9.461247953446242e-4,-470.15169776401825,22.72978983086926,0.11210112675006213,-0.34708458234083195,-0.1484142335896178,-0.006443068376633015,-0.23909088444208262,0.0013684072675749076,-93.35226911571023,-11.090037982031623,0.014704151429484093,68.208,2.1478797550862265,2.1352533408769374,0.2425057384910534,-0.7604350222111975,0.5355371369222656,-1.8315092960557287,0.3106392516333336,1.002940760702251,-0.7604350222111975,1.002940760702251,1.892747602385884
2017-03-01,20.35297942433125,0.19011624194147114,-0.7417379968170745,-0.1585883903363244,-0.24225951828891992,0.0015598880100088331,-453.6246704896729,30.392056222720008,0.10599019193988522,-0.31123369130188866,-0.21060432248608768,-0.006577850713739822,-0.21348993107430064,0.0010509681720102593,-91.67638604762564,-12.856080397708888,0.013266052578103314,68.814,2.0319824518154372,1.8143660104882828,0.3974938645819517,-0.5153962775276497,0.6354368837642543,-1.7862700450561584,0.755477490000859,0.9128901421096014,-0.5153962775276497,0.9128901421096014,1.4168721459063311
